STT,漢字,音（漢越）,読み方,意味
5787,就寝,TỰU TẨM,しゅうしん,"ngủ, đi ngủ"
5788,就任,TỰU NHIỆM,しゅうにん,nhậm chức
5789,就労,TỰU LAO,しゅうろう,làm việc
5790,成就,THÀNH TỰU,じょうじゅ,thành tựu
5791,重圧,TRỌNG ÁP,じゅうあつ,"áp lực nặng nề, gánh nặng lớn"
5792,重罪,TRỌNG TỘI,じゅうざい,"tội nặng, trọng tội"
5793,重傷,TRỌNG THƯƠNG,じゅうしょう,vết thương nặng
5794,重症,TRỌNG CHỨNG,じゅうしょう,bệnh nặng
5795,重心,TRỌNG TÂM,じゅうしん,"trọng tâm, tâm trọng lực"
5796,重点,TRỌNG ĐIỂM,じゅうてん,điểm quan trọng
5797,重度,TRỌNG ĐỘ,じゅうど,"mức độ nặng (bệnh, thương tật...)"
5798,重病,TRỌNG BỆNH,じゅうびょう,bệnh nặng
5799,貴重,QUÝ TRỌNG,きちょう,"quý giá, rất quan trọng"
5800,厳重,NGHIÊM TRỌNG,げんじゅう,nghiêm trọng
5801,慎重,THẬN TRỌNG,しんちょう,thận trọng
5802,丁重,ĐINH TRỌNG,ていちょう,"lễ độ, hòa nhã, tôn trọng"
5803,重視,TRỌNG THỊ,じゅうし,coi trọng
5804,重複,TRÙNG PHỨC,じゅうふく,"trùng lặp, lặp lại"
5805,重宝,TRÂN BẢO,ちょうほう,"tiện lợi, trân quý"
5806,自重,TỰ TRỌNG,じちょう,tự trọng
5807,尊重,TÔN TRỌNG,そんちょう,tôn trọng
5808,充血,SUNG HUYẾT,じゅうけつ,sung huyết
5809,充実,SUNG THỰC,じゅうじつ,"đầy đủ, phong phú"
5810,充足,SUNG TÚC,じゅうそく,sung túc
5811,充電,SUNG ĐIỆN,じゅうでん,"nạp điện, sạc điện"
5812,充満,SUNG MÃN,じゅうまん,"đầy tràn, no bụng"
5813,拡充,KHUẾCH SUNG,かくじゅう,"mở rộng, khuếch đại"
5814,補充,BỔ SUNG,ほじゅう,bổ sung
5815,中核,TRUNG HẠCH,ちゅうかく,"phần lõi, trung tâm"
5816,（お）中元,TRUNG NGUYÊN,（お）ちゅうげん,quà giữa năm
5817,中旬,TRUNG TUẦN,ちゅうじゅん,trung tuần (từ ngày 11-20 của tháng)
5818,中枢,TRUNG KHU,ちゅうすう,"trung tâm, trung khu hệ thần kinh"
5819,中毒,TRUNG ĐỘC,ちゅうどく,"trúng độc, nghiện, ghiền"
5820,中腹,TRUNG PHÚC,ちゅうふく,"sườn núi, sườn dốc"
5821,中庸,TRUNG DUNG,ちゅうよう,"dung hòa, cân bằng, tiết chế, điều độ"
5822,中立,TRUNG LẬP,ちゅうりつ,trung lập
5823,中流,TRUNG LƯU,ちゅうりゅう,"giữa dòng, trung lưu"
5824,胸中,HUNG TRUNG,きょうちゅう,"trong lòng, trong tim"
5825,中継,TRUNG KẾ,ちゅうけい,"phát sóng truyền hình, truyền thanh"
5826,中傷,TRUNG THƯƠNG,ちゅうしょう,"vu khống, bôi nhọ danh dự"
5827,中退,TRUNG THOÁI,ちゅうたい,bỏ học giữa chừng
5828,中断,TRUNG ĐOẠN,ちゅうだん,gián đoạn
5829,中和,TRUNG HÒA,ちゅうわ,trung hòa
5830,集中,TẬP TRUNG,しゅうちゅう,tập trung
5831,的中,ĐÍCH TRUNG,てきちゅう,"trúng đích, đoán trúng"
5832,熱中,NHIỆT TRUNG,ねっちゅう,"say sưa, chuyên tâm"
5833,命中,MỆNH TRUNG,めいちゅう,"trúng đích, bắn/đoán trúng"
5834,流動的,LƯU ĐỘNG ĐÍCH,りゅうどうてき,"hay thay đổi, lưu động"
5835,一流,NHẤT LƯU,いちりゅう,"thượng hạng, hạng nhất, hảo hạng"
5836,上流,THƯỢNG LƯU,じょうりゅう,thượng lưu
5837,電流,ĐIỆN LƯU,でんりゅう,dòng điện
5838,風流,PHONG LƯU,ふうりゅう,"phong lưu, tao nhã"
5839,流血,LƯU HUYẾT,りゅうけつ,đổ máu (do đánh nhau)
5840,流行,LƯU HÀNH,りゅうこう,lưu hành
5841,流出,LƯU XUẤT,りゅうしゅつ,"chảy ra ngoài, thất thoát, rò rỉ"
5842,流通,LƯU THÔNG,りゅうつう,"lưu thông, sử dụng rộng rãi"
5843,流用,LƯU DỤNG,りゅうよう,"lạm tiêu, biển thủ"
5844,合流,HỢP LƯU,ごうりゅう,"chỗ hợp dòng, ngã ba sông"
