STT,漢字,音（漢越）,読み方,意味
3419,死別,TỬ BIỆT,しべつ,sinh ly tử biệt
3420,餓死,NGẠ TỬ,がし,chết đói
3421,溺死,NỊCH TỬ,できし,chết đuối
3422,凍死,ĐỐNG TỬ,とうし,chết cóng
3423,時価,THỜI GIÁ,じか,"giá hiện tại, giá thị trường"
3424,時下,THỜI HẠ,じか,thời nay
3425,時期,THỜI KỲ,じき,thời kì
3426,時給,THỜI CẤP,じきゅう,lương theo giờ
3427,時効,THỜI HIỆU,じこう,"thời hiệu, thời hạn hiệu lực"
3428,時差,THỜI SAI,じさ,chênh lệch giờ
3429,時点,THỜI ĐIỂM,じてん,thời điểm
3430,瞬時,THUẤN THỜI,しゅんじ,"khoảnh khắc, trong nháy mắt"
3431,常時,THƯỜNG THỜI,じょうじ,"luôn luôn, thường thường"
3432,随時,TÙY THỜI,ずいじ,bất cứ lúc nào
3433,即時,TỨC THỜI,そくじ,tức thì
3434,当時,ĐƯƠNG THỜI,とうじ,lúc bấy giờ
3435,事業,SỰ NGHIỆP,じぎょう,"công việc, hoạt động kinh doanh"
3436,事後,SỰ HẬU,じご,xảy ra sau đó
3437,事項,SỰ HẠNG,じこう,"điều khoản, mục"
3438,事情,SỰ TÌNH,じじょう,"sự tình, lý do"
3439,事前,SỰ TIỀN,じぜん,trước khi (xảy ra | tiến hành)
3440,事態,SỰ THÁI,じたい,tình hình
3441,事例,SỰ LỆ,じれい,trường hợp
3442,刑事,HÌNH SỰ,けいじ,hình sự
3443,人事,NHÂN SỰ,じんじ,nhân sự
3444,知事,TRI SỰ,ちじ,người đứng đầu tỉnh thành
3445,判事,PHÁN SỰ,はんじ,"phán xét, quan tòa, thẩm phán"
3446,自我,TỰ NGÃ,じが,tự mình
3447,自己,TỰ KỈ,じこ,tự mình
3448,自体,TỰ THỂ,じたい,tự bản thân
3449,自伝,TỰ TRUYỀN,じでん,"hồi kí, tự truyện"
3450,自費,TỰ PHÍ,じひ,tự trả tiền
3451,自力,TỰ LỰC,じりき,tự lực
3452,各自,CÁC TỰ,かくじ,"từng cái, mỗi cá nhân"
3453,独自,ĐỘC TỰ,どくじ,"độc đáo, khác biệt"
3454,自営,TỰ DOANH,じえい,tự kinh doanh
3455,自覚,TỰ GIÁC,じかく,tự giác
3456,自活,TỰ HOẠT,じかつ,sống độc lập
3457,自首,TỰ THỦ,じしゅ,tự thú
3458,自粛,TỰ TÚC,じしゅく,cẩn thận lời nói việc làm
3459,自炊,TỰ XUY,じすい,tự nấu
3460,自制,TỰ CHẾ,じせい,tự kiềm chế
3461,自重,TỰ TRỌNG,じちょう,tự trọng
3462,自転,TỰ CHUYỂN,じてん,"tự xoay chuyển, luân chuyển"
3463,自白,TỰ BẠCH,じはく,"tự bạch, thổ lộ, thú nhận"
3464,自爆,TỰ BẠO,じばく,"tự hủy, tự phát nổ"
3465,自負,TỰ PHỤ,じふ,"tự phụ, kiêu ngạo"
3466,自慢,TỰ MẠN,じまん,tự mãn
3467,自滅,TỰ DIỆT,じめつ,"tự diệt, tự tử"
3468,自立,TỰ LẬP,じりつ,tự lập
3469,樹氷,THỤ BĂNG,じゅひょう,sương muối
3470,樹木,THỤ MỘC,じゅもく,lùm cây
3471,樹林,THỤ LÂM,じゅりん,"rừng, thảm rừng"
3472,樹齢,THỤ LINH,じゅれい,tuổi của cây
3473,樹立,THỤ LẬP,じゅりつ,thành lập
3474,受給,THỤ CẤP,じゅきゅう,"nhận sự cung cấp, thụ hưởng"
3475,受講,THỤ GIẢNG,じゅこう,tham gia lớp học
3476,受信,THỤ TÍN,じゅしん,"nhận tín hiệu, nhận thư"
3477,受精,THỤ TINH,じゅせい,thụ tinh
3478,受注,THỤ CHÚ,じゅちゅう,nhận đơn đặt hàng
3479,授与,THỤ DỮ,じゅよ,trao tặng
3480,受容,THỤ DUNG,じゅよう,"thu nhận, nhận vào"
3481,受理,THỤ LÝ,じゅり,"thụ lý, tiếp nhận"
3482,受領,THỤ LĨNH,じゅりょう,nhận lãnh
3483,伝授,TRUYỀN THỤ,でんじゅ,truyền dạy
3484,拝受,BÁI THỤ,はいじゅ,nhận lấy (khiêm tốn)
3485,所在,SỞ TẠI,しょざい,"nơi chốn, hành vi"
3486,所存,SỞ TỒN,しょぞん,"suy nghĩ, ý kiến"
3487,所長,SỞ TRƯỞNG,しょちょう,sở trưởng
3488,所定,SỞ ĐỊNH,しょてい,được quy định
3489,所得,SỞ ĐẮC,しょとく,thu nhập
3490,所用,SỞ DỤNG,しょよう,"sử dụng, công chuyện"
3491,急所,CẤP SỞ,きゅうしょ,"điểm quan trọng, điểm hiểm yếu"
3492,局所,CỤC SỞ,きょくしょ,"cục bộ, một phần"
3493,名所,DANH SỞ,めいしょ,"nơi nổi tiếng, danh lam"
3494,所持,SỞ TRÌ,しょじ,"sở hữu, tài sản"
3495,所属,SỞ THUỘC,しょぞく,thuộc về
3496,所有,SỞ HỮU,しょゆう,sở hữu
3497,書簡,THƯ GIẢN,しょかん,thư từ
3498,書記,THƯ KÍ,しょき,"ghi chép, thư kí"
3499,書式,THƯ THỨC,しょしき,"mẫu đơn, cách viết đơn"
3500,書評,THƯ BÌNH,しょひょう,"phê bình sách, điểm sách"
3501,遺書,DI THƯ,いしょ,"di thư, di chúc"
3502,秘書,BÍ THƯ,ひしょ,thư kí
3503,清書,THANH THƯ,せいしょ,"chép sạch, viết lại bản sạch"
3504,投書,ĐẦU THƯ,とうしょ,gửi thư góp ý / khiếu nại
