STT,漢字,音（漢越）,読み方,意味
4865,進退,TIẾN THOÁI,しんたい,tiến thoái
4866,一進一退,NHẤT TIẾN NHẤT THOÁI,いっしんいったい,"thịnh suy, vừa tiến vừa lùi"
4867,退化,THOÁI HÓA,たいか,thoái hóa
4868,退学,THOÁI HỌC,たいがく,nghỉ học
4869,退却,THOÁI KHƯỚC,たいきゃく,"rút lui, lui binh"
4870,退去,THOÁI KHỨ,たいきょ,lùi bước
4871,退治,THOÁI TRỊ,たいじ,"dọn sạch, triệt phá, chữa lành bệnh"
4872,退社,THOÁI XÃ,たいしゃ,"nghỉ làm, rời công ty"
4873,退場,THOÁI TRƯỜNG,たいじょう,"rời khỏi, thoát ra"
4874,退職,THOÁI CHỨC,たいしょく,nghỉ việc
4875,退席,THOÁI TỊCH,たいせき,"rời bỏ đi, đi ra khỏi"
4876,退団,THOÁI ĐOÀN,たいだん,rút khỏi đoàn thể
4877,退任,THOÁI NHIỆM,たいにん,"thoái nhiệm, từ nhiệm"
4878,退廃,THOÁI PHẾ,たいはい,"thoái hóa, suy đồi"
4879,引退,DẪN THOÁI,いんたい,"giải nghệ, về hưu, từ chức"
4880,撃退,KÍCH THOÁI,げきたい,"đánh lui, đẩy lùi"
4881,後退,HẬU THOÁI,こうたい,"lui về phía sau, thụt lùi, suy yếu"
4882,辞退,TỪ THOÁI,じたい,"từ chối, khước từ"
4883,衰退,SUY THOÁI,すいたい,"suy thoái, sa sút"
4884,早退,TẢO THOÁI,そうたい,về sớm
4885,脱退,THOÁT THOÁI,だったい,"ly khai, rút khỏi"
4886,撤退,TRIỆT THOÁI,てったい,"thoái lui, rút lui"
4887,敗退,BẠI THOÁI,はいたい,bị thua
4888,配偶者,PHỐI NGẪU GIẢ,はいぐうしゃ,người hôn phối (vợ hoặc chồng)
4889,気配,KHÍ PHỐI,けはい,"cảm giác, linh cảm"
4890,采配,THÁI PHỐI,さいはい,"gậy chỉ huy, ra lệnh, điều khiển"
4891,配給,PHỐI CẤP,はいきゅう,"cấp phát, phân phát"
4892,配属,PHỐI THUỘC,はいぞく,"điều phối, bổ nhiệm"
4893,配達,PHỐI ĐẠT,はいたつ,"phân phát, giao hàng"
4894,配置,PHỐI TRÍ,はいち,bày trí
4895,配当,PHỐI ĐƯƠNG,はいとう,"tiền lãi cổ phần, cổ tức"
4896,配布,PHỐI BỐ,はいふ,phân phát
4897,配分,PHỐI PHÂN,はいぶん,phân chia
4898,配慮,PHỐI LỰ,はいりょ,"quan tâm, chăm sóc"
4899,配列,PHỐI LIỆT,はいれつ,xếp theo trật tự
4900,支配,CHI PHỐI,しはい,chi phối
4901,手配,THỦ PHỐI,てはい,chuẩn bị
4902,分配,PHÂN PHỐI,ぶんぱい,phân phối
4903,背骨,BỐI CỐT,せぼね,xương sống
4904,猫背,MIÊU BỐI,ねこぜ,"dáng gù lưng tôm, lưng khom"
4905,背景,BỐI CẢNH,はいけい,"bối cảnh, phông nền"
4906,背後,BỐI HẬU,はいご,"đằng sau, sau lưng"
4907,背信,BỐI TÍN,はいしん,"bội tín, phản bội"
4908,背面,BỐI DIỆN,はいめん,"mặt sau, phía sau"
4909,背反,BỐI PHẢN,はいはん,"tương phản, làm trái mệnh lệnh"
4910,名案,DANH ÁN,めいあん,ý tưởng hay
4911,名義,DANH NGHĨA,めいぎ,danh nghĩa
4912,名曲,DANH KHÚC,めいきょく,"ca khúc nổi tiếng, bản nhạc hay"
4913,名月,DANH NGUYỆT,めいげつ,trăng rằm Trung thu
4914,名産,DANH SẢN,めいさん,đặc sản nổi tiếng
4915,名称,DANH XƯNG,めいしょう,danh xưng
4916,名人,DANH NHÂN,めいじん,"bậc thầy, chuyên gia"
4917,名声,DANH THANH,めいせい,"thanh danh, danh tiếng"
4918,名簿,DANH BỘ,めいぼ,danh bạ
4919,名目,DANH MỤC,めいもく,"danh xưng, danh nghĩa"
4920,名誉,DANH DỰ,めいよ,danh dự
4921,汚名,Ô DANH,おめい,"ô danh, tiếng xấu"
4922,姓名,TÍNH DANH,せいめい,họ tên
4923,著名,TRỨ DANH,ちょめい,"trứ danh, nổi tiếng"
4924,匿名,NẶC DANH,とくめい,nặc danh
4925,売名,MẠI DANH,ばいめい,"quảng bá, cho mọi người biết đến"
4926,本名,BỔN DANH,ほんみょう,tên thật
4927,指名,CHỈ DANH,しめい,"chỉ định, bổ nhiệm"
4928,除名,TRỪ DANH,じょめい,"rút phép thông công, rút tên ra"
4929,命名,MỆNH DANH,めいめい,đặt tên
4930,明暗,MINH ÁM,めいあん,"sáng tối, vui buồn, độ tương phản"
4931,明細,MINH TẾ,めいさい,"chi tiết, thông số kĩ thuật"
4932,明白,MINH BẠCH,めいはく,minh bạch
4933,明瞭,MINH LIỄU,めいりょう,"rõ ràng, sáng sủa"
4934,明朗,MINH LÃNG,めいろう,"tươi vui, rạng rỡ"
4935,賢明,HIỀN MINH,けんめい,khôn ngoan
4936,鮮明,TIÊN MINH,せんめい,"rực rỡ, tươi sáng"
4937,透明,THẤU MINH,とうめい,trong suốt
4938,未明,VỊ MINH,みめい,"rạng sáng, tờ mờ sáng"
4939,明記,MINH KÍ,めいき,ghi rõ ràng
4940,明言,MINH NGÔN,めいげん,nói rõ
4941,明示,MINH THỊ,めいじ,thể hiện rõ
4942,失明,THẤT MINH,しつめい,"mất đi thị lực, bị mù"
4943,弁明,BIỆN MINH,べんめい,biện minh
4944,類例,LOẠI LỆ,るいれい,trường hợp tương tự
4945,同類,ĐỒNG LOẠI,どうるい,cùng loại
4946,類似,LOẠI TỰ,るいじ,"giống nhau, tương tự"
4947,類推,LOẠI SUY,るいすい,loại suy
4948,分類,PHÂN LOẠI,ぶんるい,phân loại
4949,会心,HỘI TÂM,かいしん,"hài lòng, mãn nguyện"
4950,会長,HỘI TRƯỞNG,かいちょう,hội trưởng
4951,会費,HỘI PHÍ,かいひ,hội phí
4952,司会,TƯ HỘI,しかい,"chủ tọa, người dẫn chương trình"
4953,会釈,HỘI THÍCH,えしゃく,"cúi đầu, cúi chào"
4954,会見,HỘI KIẾN,かいけん,"hội kiến, gặp gỡ chính thức"
4955,会談,HỘI ĐÀM,かいだん,hội đàm
4956,照会,CHIẾU HỘI,しょうかい,"điều tra, truy hỏi"
4957,面会,DIỆN HỘI,めんかい,gặp mặt
4958,回線,HỒI TUYẾN,かいせん,"đường dây (điện thoại, điện tín...)"
4959,回路,HỒI LỘ,かいろ,mạch (điện...)
4960,回廊,HỒI LANG,かいろう,"lối đi bộ, hành lang"
4961,回帰,HỒI QUY,かいき,"hồi quy, quay trở lại"
4962,回顧,HỒI CỐ,かいこ,"hồi tưởng, quay lại phía sau"
4963,回収,HỒI THU,かいしゅう,thu hồi
4964,回送,HỒI TỐNG,かいそう,"chuyền theo vòng, chuyển tiếp"
