STT,漢字,音（漢越）,読み方,意味
3722,史跡,SỬ TÍCH,しせき,di tích lịch sử
3723,史料,SỬ LIỆU,しりょう,tư liệu lịch sử
3724,社交,XÃ GIAO,しゃこう,"xã giao, hòa đồng, thích giao du"
3725,社宅,XÃ TRẠCH,しゃたく,kí túc xá công ty
3726,謝罪,TẠ TỘI,しゃざい,tạ tội
3727,謝絶,TẠ TUYỆT,しゃぜつ,"cự tuyệt, từ chối"
3728,謝礼,TẠ LỄ,しゃれい,tạ lễ
3729,射撃,XẠ KÍCH,しゃげき,"bắn súng, làm nổ"
3730,斜面,TÀ DIỆN,しゃめん,mặt nghiêng
3731,斜線,TÀ TUYẾN,しゃせん,"đường xiên, đường chéo"
3732,取材,THỦ TÀI,しゅざい,lấy tin tức
3733,取得,THỦ ĐẮC,しゅとく,"thu được, nhận được"
3734,修行,TU HÀNH,しゅぎょう,"tu nghiệp, tu hành"
3735,修業,TU NGHIỆP,しゅぎょう,tu nghiệp
3736,首脳,THỦ NÃO,しゅのう,"đầu não, người đứng đầu"
3737,首相,THỦ TƯỚNG,しゅしょう,thủ tướng
3738,首位,THỦ VỊ,しゅい,vị trí đứng đầu
3739,首席,THỦ TỊCH,しゅせき,thủ khoa
3740,手芸,THỦ NGHỆ,しゅげい,thủ công (thêu thùa | đan lát...)
3741,手法,THỦ PHÁP,しゅほう,"kĩ xảo, cách làm (tác phẩm nghệ thuật)"
3742,手話,THỦ THOẠI,しゅわ,"ra dấu, ngôn ngữ kí hiệu"
3743,守備,THỦ BỊ,しゅび,"bảo vệ, trấn thủ"
3744,守衛,THỦ VỆ,しゅえい,"cảnh vệ, bảo vệ"
3745,趣旨,THÚ CHỈ,しゅし,"ý định, ý chính"
3746,要旨,YẾU CHỈ,ようし,"ý chính, nội dung chủ yếu"
3747,諸君,CHƯ QUÂN,しょくん,"quý vị, các bạn"
3748,諸国,CHƯ QUỐC,しょこく,các nước
3749,諸島,CHƯ ĐẢO,しょとう,quần đảo
3750,庶民,THỨ DÂN,しょみん,dân thường
3751,庶務,THỨ VỤ,しょむ,tổng vụ
3752,助言,TRỢ NGÔN,じょげん,khuyên bảo
3753,助長,TRỢ TRƯỞNG,じょちょう,"giúp sức, xúc tiến"
3754,是正,THỊ CHÍNH,ぜせい,"sửa cho đúng, làm cho ngay ngắn"
3755,是認,THỊ NHẬN,ぜにん,"tán thành, chấp nhận"
3756,阻止,TRỞ CHỈ,そし,"cản trở, chướng ngại"
3757,阻害,TRỞ HẠI,そがい,"cản trở, trở ngại"
3758,多額,ĐA NGẠCH,たがく,khoản tiền lớn
3759,多数,ĐA SỐ,たすう,đa số
3760,多量,ĐA LƯỢNG,たりょう,"lượng lớn, lượng nhiều"
3761,多発,ĐA PHÁT,たはつ,"xảy ra thường, nhiều lần xảy ra"
3762,過多,QUÁ ĐA,かた,quá nhiều
3763,最多,TỐI ĐA,さいた,nhiều nhất
3764,雑多,TẠP ĐA,ざった,pha tạp
3765,妥協,THỎA HIỆP,だきょう,thỏa hiệp
3766,妥結,THỎA KẾT,だけつ,thỏa thuận
3767,妥当,THỎA ĐƯƠNG,だとう,"thỏa đáng, chính đáng"
3768,地形,ĐỊA HÌNH,ちけい,địa hình
3769,地価,ĐỊA GIÁ,ちか,giá đất
3770,知性,TRI TÍNH,ちせい,"trí năng, sự hiểu biết"
3771,知覚,TRI GIÁC,ちかく,"nhận biết được, nhận thức"
3772,知力,TRI LỰC,ちりょく,năng lực hiểu biết
3773,治安,TRỊ AN,ちあん,trị an
3774,治療,TRỊ LIỆU,ちりょう,điều trị
3775,治癒,TRỊ DŨ,ちゆ,chữa trị
3776,派遣,PHÁI CỬ,はけん,phái cử
3777,派生,PHÁI SINH,はせい,"phái sinh, bắt nguồn từ"
3778,派閥,PHÁI PHIỆT,はばつ,bè phái
3779,避難,TỊ NẠN,ひなん,"lánh nạn, tị nạn"
3780,避暑,TỊ THỬ,ひしょ,tránh nóng
3781,非難,PHI NẠN,ひなん,"chỉ trích, phê bình"
3782,非行,PHI HÀNH,ひこう,"việc làm xấu xa, hành vi không tốt"
3783,悲観,BI QUAN,ひかん,bi quan
3784,悲鳴,BI MINH,ひめい,"thét, kêu gào"
3785,悲願,BI NGUYỆN,ひがん,khao khát cháy bỏng
3786,否決,PHỦ QUYẾT,ひけつ,phủ quyết
3787,否認,PHỦ NHẬN,ひにん,"phủ nhận, từ chối"
3788,秘書,BÍ THƯ,ひしょ,thư kí
3789,秘訣,BÍ QUYẾT,ひけつ,bí quyết
3790,肥料,PHÌ LIỆU,ひりょう,phân bón
3791,肥大,PHÌ ĐẠI,ひだい,"to lớn, phình trướng, nở to"
3792,肥満,PHÌ MÃN,ひまん,béo phì
3793,疲労,BÌ LAO,ひろう,mệt mỏi
3794,披露,PHI LỘ,ひろう,"công khai, tuyên bố"
3795,普及,PHỔ CẬP,ふきゅう,"phổ biến, phổ cập"
3796,普遍,PHỔ BIẾN,ふへん,"phổ quát, phổ biến"
3797,付録,PHÓ LỤC,ふろく,phụ lục
3798,付随,PHÓ TÙY,ふずい,kèm theo
3799,負担,PHỤ ĐẢM,ふたん,gánh vác
3800,負傷,PHỤ THƯƠNG,ふしょう,bị thương
3801,負債,PHỤ TRÁI,ふさい,mắc nợ
3802,浮力,PHÙ LỰC,ふりょく,"sức nổi, lực nổi"
3803,浮上,PHÙ THƯỢNG,ふじょう,"nổi lên, lên hạng, nổi bật"
3804,腐敗,HỦ BẠI,ふはい,"thối rữa, mục nát"
3805,腐食,HỦ THỰC,ふしょく,ăn mòn
3806,武装,VŨ TRANG,ぶそう,trang bị vũ trang
3807,武力,VŨ LỰC,ぶりょく,vũ lực
3808,部署,BỘ THỰ,ぶしょ,cương vị
3809,部門,BỘ MÔN,ぶもん,"hạng mục, loại"
3810,部落,BỘ LẠC,ぶらく,bộ lạc
3811,捕獲,BỘ HOẠCH,ほかく,"giành được, bắt được"
3812,捕鯨,BỘ KÌNH,ほげい,bắt cá voi
3813,捕虜,BỘ LỖ,ほりょ,tù binh
3814,募集,MỘ TẬP,ぼしゅう,"chiêu mộ, tuyển mộ"
3815,募金,MỘ KIM,ぼきん,quyên góp tiền
3816,摩擦,MA SÁT,まさつ,ma sát
3817,麻痺,MA TÝ,まひ,tê liệt
3818,麻酔,MA TÚY,ますい,"thuốc gây mê, gây tê"
3819,麻薬,MA DƯỢC,まやく,ma túy
3820,魅力,MỊ LỰC,みりょく,sức quyến rũ
3821,魅了,MỊ LIỄU,みりょう,"lôi cuốn, cuốn hút"
3822,魅惑,MỊ HOẶC,みわく,"quyến rũ, mê hoặc"
3823,与党,DỮ ĐẢNG,よとう,đảng cầm quyền
3824,預金,DỰ KIM,よきん,tiền gửi ngân hàng
3825,露出,LỘ XUẤT,ろしゅつ,"phơi bày, trồi lên"
3826,露呈,LỘ TRÌNH,ろてい,"bóc mẻ, tiết lộ"
3827,露店,LỘ ĐIẾM,ろてん,"gian hàng, sạp bán hàng"
