STT,漢字,音（漢越）,読み方,意味
3993,本国,BỔN QUỐC,ほんごく,"quê hương, tổ quốc, đất nước mình"
3994,本質,BỔN CHẤT,ほんしつ,bản chất
3996,本心,BỔN TÂM,ほんしん,thật tâm
3997,本籍,BỔN TỊCH,ほんせき,nơi cư trú
3998,本体,BỔN THỂ,ほんたい,"hình dạng thực sự, chủ thể, bản thể"
3999,本能,BỔN NĂNG,ほんのう,bản năng
4000,本番,BỔN PHIÊN,ほんばん,"(buổi diễn, kì thi) thật, chính thức"
4001,本名,BỔN DANH,ほんみょう,tên thật
4002,本命,BỔN MỆNH,ほんめい,có khả năng về nhất (trong cuộc đua)
4003,本論,BỔN LUẬN,ほんろん,nghị luận chính
4004,脚本,CƯỚC BỔN,きゃくほん,kịch bản
4005,原本,NGUYÊN BỔN,げんぽん,"nguyên bản, bản gốc"
4006,根本,CĂN BỔN,こんぽん,căn bản
4007,資本,TƯ BẢN,しほん,"tư bản, vốn"
4010,満開,MÃN KHAI,まんかい,nở rộ
4011,満月,MÃN NGUYỆT,まんげつ,trăng tròn
4012,満場,MÃN TRƯỜNG,まんじょう,toàn thể mọi người trong hội trường
4013,満室,MÃN THẤT,まんしつ,kín phòng
4014,満席,MÃN TỊCH,まんせき,kín chỗ
4015,満潮,MÃN TRIỀU,まんちょう,thủy triều dâng cao
4016,満点,MÃN ĐIỂM,まんてん,điểm tuyệt đối
4017,満杯,MÃN BÔI,まんぱい,đầy ly
4018,円満,VIÊN MÃN,えんまん,"hòa thuận, viên mãn"
4019,未満,VỊ MÃN,みまん,chưa đủ
4020,満足,MÃN TÚC,まんぞく,"thỏa mãn, hài lòng"
4021,充満,SUNG MÃN,じゅうまん,"đầy tràn, no bụng"
4022,便覧,TIỆN LÃM,びんらん,cẩm nang
4023,一覧,NHẤT LÃM,いちらん,"nhìn lướt qua, khái lược"
4024,閲覧,DUYỆT LÃM,えつらん,duyệt lãm
4025,観覧,QUAN LÃM,かんらん,tham quan
