STT,漢字,音（漢越）,読み方,意味
3505,除外,TRỪ NGOẠI,じょがい,ngoại trừ
3506,除去,TRỪ KHỨ,じょきょ,loại trừ
3507,除湿,TRỪ THẤP,じょしつ,"làm khô không khí, hút ẩm"
3508,除籍,TRỪ TỊCH,じょせき,loại bỏ tên (hộ tịch | danh sách)
3509,除雪,TRỪ TUYẾT,じょせつ,"xúc tuyết, dọn tuyết"
3510,控除,KHỐNG TRỪ,こうじょ,khấu trừ
3511,切除,THIẾT TRỪ,せつじょ,cắt bỏ (khối u...)
3512,排除,BÀI TRỪ,はいじょ,"bài trừ, thủ tiêu, loại bỏ"
3513,序盤,TỰ BÀN,じょばん,lượt chơi mở màn
3514,序文,TỰ VĂN,じょぶん,"lời nói đầu, lời tựa (sách...)"
3515,序列,TỰ LIỆT,じょれつ,"trật tự, thứ bậc"
3516,序論,TỰ LUẬN,じょろん,"đoạn mào đầu, phần mở đầu"
3517,順序,THUẬN TỰ,じゅんじょ,thứ tự
3518,秩序,TRẬT TỰ,ちつじょ,trật tự
3519,図案,ĐỒ ÁN,ずあん,"mẫu thiết kế, đồ thị"
3520,図解,ĐỒ GIẢI,ずかい,"diễn giải bằng hình, minh họa bằng đồ thị"
3521,図式,ĐỒ THỨC,ずしき,"giản đồ, dưới dạng biểu đồ"
3522,図面,ĐỒ DIỆN,ずめん,bản vẽ
3523,絵図,HỘI ĐỒ,えず,biểu đồ tranh
3524,構図,CẤU ĐỒ,こうず,"hợp thành, kết cấu"
3525,図示,ĐỒ THỊ,ずし,"đồ thị, biểu hiện"
3526,意図,Ý ĐỒ,いと,"ý đồ, mục đích, ý định"
3527,世紀,THẾ KỶ,せいき,thế kỉ
3528,世間,THẾ GIAN,せけん,thế gian
3529,世相,THẾ TƯƠNG,せそう,tình hình xã hội
3530,世帯,THẾ ĐỚI,せたい,"thế hệ, đơn vị gia đình"
3531,世代,THẾ ĐẠI,せだい,thế hệ
3532,世論,THẾ LUẬN,よろん／せろん,"dư luận, công luận"
3533,後世,HẬU THẾ,こうせい,"hậu thế, thế hệ sau"
3534,前世,TIỀN THẾ,ぜんせ,thế hệ trước
3535,世襲,THẾ TẬP,せしゅう,"thừa kế, kế vị"
3536,出世,XUẤT THẾ,しゅっせ,"thăng tiến, thành công trong sự nghiệp"
3537,打撃,ĐẢ KÍCH,だげき,"cú bạt, cú đánh"
3538,打撲,ĐẢ BỘC,だぼく,vết thâm tím
