STT,漢字,音（漢越）,読み方,意味
3539,打開,ĐẢ KHAI,だかい,"công phá, vượt qua"
3540,打診,ĐẢ CHẨN,だしん,"gõ (chẩn đoán bệnh), dọ ý"
3541,打倒,ĐẢ ĐẢO,だとう,"đánh đổ, đánh bại"
3542,打破,ĐẢ PHÁ,だは,phá vỡ
3543,殴打,ẨU ĐẢ,おうだ,"ẩu đả, đánh nhau"
3544,連打,LIÊN ĐẢ,れんだ,"đánh tới tấp, gõ (bàn phím) liên tục"
3545,地階,ĐỊA GIAI,ちかい,tầng hầm
3546,地学,ĐỊA HỌC,ちがく,khoa học địa chất
3547,地上,ĐỊA THƯỢNG,ちじょう,"trên mặt đất, trên đời"
3548,地勢,ĐỊA THẾ,ちせい,địa thế
3549,地相,ĐỊA TƯƠNG,ちそう,hình dạng đất đai
3550,地中,ĐỊA TRUNG,ちちゅう,trong lòng đất
3551,地蔵,ĐỊA TÀNG,じぞう,Địa Tạng Bồ tát
3552,地雷,ĐỊA LÔI,じらい,"mìn, địa lôi"
3553,宅地,TRẠCH ĐỊA,たくち,đất xây nhà
3554,陸地,LỤC ĐỊA,りくち,đất liền
3555,実地訓練,THỰC ĐỊA HUẤN LUYỆN,じっちくんれん,đào tạo theo kiểu vừa học vừa làm thực tế (OJT)
3556,土器,THỔ KHÍ,どき,"đồ gốm, đồ làm bằng đất nung"
3557,土壌,THỔ NHƯỠNG,どじょう,"thổ nhưỡng, đất đai"
3558,土台,THỔ ĐÀI,どだい,"nền đất, nền tảng"
3559,土俵,THỔ BIỂU,どひょう,"vòng tròn thi đấu sumo, võ đài"
3560,土木,THỔ MỘC,どぼく,"đất và cây, công trình dân dụng"
3561,郷土,HƯƠNG THỔ,きょうど,"quê hương, địa phương, vùng miền"
3562,国土,QUỐC THỔ,こくど,"quốc thổ, lãnh thổ quốc gia"
3563,風土,PHONG THỔ,ふうど,"phong thổ, đặc thù"
3564,本土,BỔN THỔ,ほんど,quê nhà
3565,比重,TỈ TRỌNG,ひじゅう,"tỉ trọng, trọng lượng riêng"
3566,比率,TỈ SUẤT,ひりつ,tỉ lệ
3567,比喩,TỈ DỤ,ひゆ,"so sánh, ví von"
3568,比例,TỈ LỆ,ひれい,"tỉ lệ, đưa ví dụ để so sánh"
3569,対比,ĐỐI TỈ,たいひ,so sánh đối chiếu
3570,正比例,CHÍNH TỈ LỆ,せいひれい,tỉ lệ thuận
3571,反比例,PHẢN TỈ LỆ,はんぴれい,tỉ lệ nghịch
3572,微動,VI ĐỘNG,びどう,"chuyển động nhỏ, quay chậm, bất động"
3573,微熱,VI NHIỆT,びねつ,sốt nhẹ
3574,微妙,VI DIỆU,びみょう,"tinh tế, khó diễn tả, nhạy cảm"
3575,微量,VI LƯỢNG,びりょう,"vi lượng, lượng nhỏ"
3576,微塵,VI TRẦN,みじん,"mảnh nhỏ, li ti"
3577,微笑,VI TIẾU,びしょう,mỉm cười
3578,母音,MẪU ÂM,ぼいん,nguyên âm
3579,母系,MẪU HỆ,ぼけい,mẫu hệ
3580,母語,MẪU NGỮ,ぼご,tiếng mẹ đẻ
3581,母校,MẪU HIỆU,ぼこう,"trường xưa, trường tôi"
3582,母国,MẪU QUỐC,ぼこく,đất nước tôi
3583,母性,MẪU TÍNH,ぼせい,"tình mẹ, thiên chức làm mẹ"
3584,母体,MẪU THỂ,ぼたい,"cơ thể người mẹ, tử cung, dạ con"
3585,母胎,MẪU THAI,ぼたい,"thai mẹ, nhau thai"
3586,義母,NGHĨA MẪU,ぎぼ,mẹ nuôi
3587,継母,KẾ MẪU,けいぼ,"kế mẫu, mẹ kế"
3588,夜勤,DẠ CẦN,やきん,làm việc ban đêm
3589,夜景,DẠ CẢNH,やけい,cảnh về đêm
3590,夜食,DẠ THỰC,やしょく,"bữa tối, bữa phụ sau bữa tối"
3591,夜分,DẠ PHÂN,やぶん,"đêm, tối, khuya"
3592,初夜,SƠ DẠ,しょや,đêm tân hôn
3593,深夜,THÂM DẠ,しんや,đêm khuya
3594,日夜,NHẬT DẠ,にちや,ngày đêm
3595,連夜,LIÊN DẠ,れんや,hàng đêm
3596,野外,DÃ NGOẠI,やがい,"dã ngoại, ngoài trời"
3597,野獣,DÃ THÚ,やじゅう,"dã thú, thú hoang dã"
3598,野心,DÃ TÂM,やしん,dã tâm
3599,野生,DÃ SINH,やせい,sinh trưởng hoang dã
3600,野鳥,DÃ ĐIỂU,やちょう,chim hoang dã
3601,野党,DÃ ĐẢNG,やとう,đảng phản đối
3602,原野,NGUYÊN DÃ,げんや,đất hoang
3603,荒野,HOANG DÃ,こうや,đất bỏ hoang
3604,視野,THỊ DÃ,しや,"tầm nhìn, tầm hiểu biết"
3605,分野,PHÂN DÃ,ぶんや,lĩnh vực
3606,余暇,DƯ HẠ,よか,rảnh rỗi
3607,余興,DƯ HƯNG,よきょう,biểu diễn văn nghệ góp vui
3608,余剰,DƯ THẶNG,よじょう,thặng dư
3609,余談,DƯ ĐÀM,よだん,chuyện bên lề
3610,余地,DƯ ĐỊA,よち,đất trống
3611,余白,DƯ BẠCH,よはく,phần để trống
3612,余命,DƯ MỆNH,よめい,cuộc đời còn lại
3613,予断,DỰ ĐOÁN,よだん,đoán trước
3614,猶予,DO DỰ,ゆうよ,"gia hạn, trì hoãn"
3615,予感,DỰ CẢM,よかん,dự cảm
3616,予言,DỰ NGÔN,よげん,"nói trước, điềm báo trước"
3617,予告,DỰ CÁO,よこく,"thông báo trước, cảnh báo"
3618,予想,DỰ TƯỞNG,よそう,"dự báo, tiên đoán"
3619,利子,LỢI TỬ,りし,"lãi tức, tiền lời"
3620,利潤,LỢI NHUẬN,りじゅん,lợi nhuận
3621,利息,LỢI TỨC,りそく,lợi tức
3622,利点,LỢI ĐIỂM,りてん,điểm có lợi
3623,営利,DOANH LỢI,えいり,"thương mại, hoạt động kiếm lời"
3624,権利,QUYỀN LỢI,けんり,quyền lợi
3625,路地,LỘ ĐỊA,ろじ,đường đi
3626,路上,LỘ THƯỢNG,ろじょう,"trên đường, dọc đường"
3627,路線,LỘ TUYẾN,ろせん,"tuyến đường, tuyến giao thông"
3628,路面,LỘ DIỆN,ろめん,mặt đường
3629,岐路,KỲ LỘ,きろ,"bước ngoặt, điểm chia cắt"
3630,和式,HÒA THỨC,わしき,kiểu Nhật
3631,和食,HÒA THỰC,わしょく,món Nhật
3632,和風,HÒA PHONG,わふう,phong cách Nhật
3633,和文,HÒA VĂN,わぶん,"chữ Nhật, văn bằng tiếng Nhật"
3634,和平,HÒA BÌNH,わへい,"hòa bình, làm lành"
3635,和訳,HÒA DỊCH,わやく,dịch sang tiếng Nhật
3636,温和,ÔN HÒA,おんわ,"ôn hòa (thời tiết, tính cách)"
3637,親和,THÂN HÒA,しんわ,"hòa hợp, tương thích"
3638,不和,BẤT HÒA,ふわ,bất hòa
3639,和解,HÒA GIẢI,わかい,"hòa giải, làm lành"
3640,緩和,HOÃN HÒA,かんわ,"làm dịu, nới lỏng"
3641,調和,ĐIỀU HÒA,ちょうわ,điều hòa
3642,飽和,BÃO HÒA,ほうわ,bão hòa
