STT,漢字,音（漢越）,読み方,意味
324,模様,MÔ DẠNG,もよう,hoa văn
325,野心,DÃ TÂM,やしん,dã tâm
326,与党,DỮ ĐẢNG,よとう,đảng cầm quyền
328,貨幣,HÓA TỆ,かへい,tiền tệ / đồng tiền
329,器官,KHÍ QUẢN,きかん,cơ quan (trong cơ thể)
330,基金,CƠ KIM,ききん,tiền quỹ
331,喜劇,HỈ KỊCH,きげき,hài kịch
332,機構,CƠ CẤU,きこう,cơ cấu
333,犠牲,HY SINH,ぎせい,hy sinh
334,貴族,QUÝ TỘC,きぞく,quý tộc
335,起点,KHỞI ĐIỂM,きてん,điểm bắt đầu
336,技能,KĨ NĂNG,ぎのう,kỹ năng / kỹ thuật
337,語源,NGỮ NGUYÊN,ごげん,nguồn gốc của từ
338,故人,CỐ NHÂN,こじん,người đã mất / người quen cũ
339,戸籍,HỘ TỊCH,こせき,hộ tịch / hộ khẩu
340,碁盤,KÌ BÀN,ごばん,bàn cờ vuông
341,差額,SAI NGẠCH,さがく,khoản dư
342,座標,TỌA TIÊU,ざひょう,tọa độ
344,嗜好,THỊ HẢO,しこう,sở thích (ăn uống)
346,司法,TƯ PHÁP,しほう,tư pháp
347,守衛,THỦ VỆ,しゅえい,cảnh vệ / bảo vệ
348,主権,CHỦ QUYỀN,しゅけん,chủ quyền
349,首脳,THỤ NÃO,しゅのう,đầu não
350,諸君,CHỦ QUÂN,しょくん,các bạn / các vị
351,所得,SỞ ĐẮC,しょとく,thu nhập
353,打撃,ĐẢ KÍCH,だげき,cú đánh / cú sốc
354,治安,TRỊ AN,ちあん,trị an
355,途上,ĐỒ THƯỢNG,とじょう,trên đường đi
356,悲鳴,BI MINH,ひめい,thét / kêu gào
357,微量,VI LƯỢNG,びりょう,lượng nhỏ / vi lượng
358,不況,BẤT HUỐNG,ふきょう,kinh tế suy thoái
359,普遍,PHỔ BIẾN,ふへん,phổ biến / phổ quát
360,浮力,PHÙ LỰC,ふりょく,lực nổi
361,武力,VŨ LỰC,ぶりょく,vũ lực
362,麻酔,MA TÚY,ますい,thuốc mê / ma túy
363,微塵,VI TRẦN,みじん,mảnh nhỏ / li ti
364,模範,MÔ PHẠM,もはん,chuẩn mực / mô phạm
365,野党,DÃ ĐẢNG,やとう,đảng đối lập
366,世論,THẾ LUẬN,せろん,dư luận / công luận
367,利潤,LỢI NHUẬN,りじゅん,lợi nhuận
368,旅客,LỮ KHÁCH,りょかく,khách du lịch
369,履歴,LÍ LỊCH,りれき,lý lịch
370,威厳,UY NGHIÊM,いげん,uy nghiêm
371,遺産,DI SẢN,いさん,di sản
372,汚職,Ô CHỨC,おしょく,tham ô / tham nhũng
373,瓦礫,NGÕA LỊCH,がれき,đá vụn / sỏi / cuội
374,奇跡,KÌ TÍCH,きせき,kì tích
375,偽善,NGỤY THIỆN,ぎぜん,đạo đức giả
376,既存,KÍ TỒN,きそん,đã tồn tại
377,気迫,KHÍ PHÁCH,きはく,dũng khí / khí phách
378,拠点,CỨ ĐIỂM,きょてん,cứ điểm (quân sự)
379,苦渋,KHỔ SÁP,くじゅう,đau khổ / gay go
380,顧客,CỐ KHÁCH,こきゃく,khách quen
381,誤算,NGỘ TOÁN,ごさん,tính sai
382,後日,HẬU NHẬT,ごじつ,hôm sau
383,鼓動,CỔ ĐỘNG,こどう,nhịp đập / mạch
384,古墳,CỔ PHẦN,こふん,mộ cổ
385,査証,TRA CHỨNG,さしょう,thị thực / visa
386,師匠,SƯ TƯỢNG,ししょう,sư phụ
387,指針,CHỈ CHÂM,ししん,chỉ đạo / phương châm
388,指紋,CHỈ VĂN,しもん,dấu vân tay
389,主審,CHỦ THẨM,しゅしん,trọng tài chính
390,樹齢,THỤ LINH,じゅれい,tuổi thọ của cây
391,序盤,TỰ BÀN,じょばん,lượt chơi mở màn
392,地勢,ĐỊA THẾ,ちせい,địa thế
393,地層,ĐỊA TẦNG,ちそう,địa tầng
394,著作,TRỨ TÁC,ちょさく,tác giả
395,土壌,THỔ NHƯỠNG,どじょう,đất đai / thổ nhưỡng
396,派閥,PHÁI PHIỆT,はばつ,bè phái
397,否決,PHỦ QUYẾT,ひけつ,phủ quyết
398,被告,BỊ CÁO,ひこく,bị cáo
399,補欠,BỔ KHUYẾT,ほけつ,bổ sung / bổ khuyết
400,魔法,MA PHÁP,まほう,ma thuật
401,麻薬,MA DƯỢC,まやく,ma túy
402,未遂,VỊ TOẠI,みすい,chưa hoàn thành
403,無縁,VÔ DUYÊN,むえん,không liên quan
404,無実,VÔ THỰC,むじつ,vô tội / không đúng sự thật
405,無償,VÔ THƯỞNG,むしょう,không bồi thường
406,夜分,DẠ PHÂN,やぶん,đêm khuya
407,余剰,DƯ THỪA,よじょう,dư thừa
