STT,漢字,音（漢越）,読み方,意味
2050,株主,CHU CHỦ,かぶぬし,cổ đông
2051,上手,THƯỢNG THỦ,かみて,"thượng nguồn, người có địa vị cao"
2052,辛口,TÂN KHẨU,からくち,"cay (của rượu), người thích đồ cay, (phê bình) thẳng thừng"
2053,生糸,SINH TY,きいと,tơ tằm
2054,岸辺,NGẠN BIÊN,きしべ,bờ sông
2055,傷跡,THƯƠNG TÍCH,きずあと,vết thương
2056,傷口,THƯƠNG KHẨU,きずぐち,miệng vết thương
2057,口癖,KHẨU PHÍCH,くちぐせ,"câu cửa miệng, quen mồm"
2058,口先,KHẨU TIÊN,くちさき,"đầu môi, chót lưỡi đầu môi"
2059,黒幕,HẮC MẠC,くろまく,"màn đen, chỉ đạo sau lưng"
2060,子守,TỬ THỦ,こもり,"chăm trẻ, người trông trẻ"
2061,境目,CẢNH MỤC,さかいめ,ranh giới
2062,挿絵,SÁP HỘI,さしえ,tranh minh họa
2063,里山,LÝ SƠN,さとやま,rừng thứ sinh
2064,潮時,TRÀO THỜI,しおどき,"giờ thủy triều lên xuống, đúng thời cơ"
2065,敷居,PHU CƯ,しきい,ngưỡng cửa
2066,代物,ĐẠI VẬT,しろもの,"thương phẩm, thứ có giá trị"
2067,筋道,CÂN ĐẠO,すじみち,"lô-gíc, trình tự"
2068,裾野,CƯ DÃ,すその,"phần chung quanh, (công nghiệp) phụ trợ"
2069,底値,ĐỂ TRỊ,そこね,giá sàn
2070,宝物,BẢO VẬT,たからもの,"báu vật, vật quan trọng"
2071,竜巻,LONG QUYỂN,たつまき,vòi rồng
2072,谷間,CỐC GIAN,たにま,thung lũng
2073,田畑,ĐIỀN (畑: quốc tự),たはた,ruộng đất
2074,手形,THỦ HÌNH,てがた,"dấu tay, văn kiện, hối phiếu"
2075,偽者,NGỤY GIẢ,にせもの,kẻ giả mạo
2076,根元,CĂN NGUYÊN,ねもと,"rễ, gốc rễ, cơ bản"
2077,軒先,HIÊN TIÊN,のきさき,mái hiên
2078,墓場,MỘ TRƯỜNG,はかば,nghĩa địa
2079,初恋,SƠ LUYẾN,はつこい,mối tình đầu
2080,刃物,NHẬN VẬT,はもの,"dụng cụ có lưỡi dao, dao kéo"
2081,一際,NHẤT TẾ,ひときわ,"một bậc, giai cấp, một khi"
2082,節目,TIẾT MỤC,ふしめ,"cột mốc, đốt (tre)"
2083,二重,NHỊ TRỌNG,ふたえ,"chồng lên nhau, gấp đôi lại"
2084,間際,GIAN TẾ,まぎわ,ngay trước khi
2085,窓辺,SONG BIÊN,まどべ,"cạnh cửa sổ, gần cửa sổ"
2086,身柄,THÂN BỈNH,みがら,"thân thể, người"
2087,身元,THÂN NGUYÊN,みもと,"tiểu sử, lai lịch"
2088,元手,NGUYÊN THỦ,もとで,"tiền vốn, vốn liếng"
2089,安物,AN VẬT,やすもの,thứ rẻ tiền
2090,闇夜,ÁM DẠ,やみよ,"đêm tối tăm, đêm không trăng"
2091,弓矢,CUNG THỈ,ゆみや,"cung và tên, binh khí, võ sĩ"
2092,脇見,HIẾP KIẾN,わきみ,"lơ đễnh, nhìn ngó nghiêng"
2093,脇道,HIẾP ĐẠO,わきみち,"đường nhánh, đường rẽ"
