STT,漢字,音（漢越）,読み方,意味
3239,補償,BỔ THƯỜNG,ほしょう,bồi thường
3240,補正,BỔ CHÍNH,ほせい,"sửa sai, kiểm tra"
3241,補足,BỔ TÚC,ほそく,bổ sung
3242,補導,BỔ ĐẠO,ほどう,"chỉ dẫn, giám hộ"
3243,未開,VỊ KHAI,みかい,"chưa khai hóa, hoang dã, không văn minh"
3244,未婚,VỊ HÔN,みこん,chưa kết hôn
3245,未遂,VỊ TOẠI,みすい,"chưa hoàn thành, chưa phạm (tội)"
3246,未知,VỊ TRI,みち,chưa biết
3247,未定,VỊ ĐỊNH,みてい,chưa quyết định
3248,未明,VỊ MINH,みめい,"rạng sáng, tờ mờ sáng"
3249,未練,VỊ LUYỆN,みれん,"lưu luyến, tiếc nuối"
3250,無事,VÔ SỰ,ぶじ,bình an vô sự
3251,無難,VÔ NAN,ぶなん,"chấp nhận được, bình yên vô sự"
3252,無縁,VÔ DUYÊN,むえん,không liên quan
3253,無期,VÔ KỲ,むき,"mập mờ, không hạn định"
3254,無効,VÔ HIỆU,むこう,"không hiệu quả, vô hiệu lực"
3255,無言,VÔ NGÔN,むごん,"im lặng, không nói"
3256,無罪,VÔ TỘI,むざい,vô tội
3257,無実,VÔ THỰC,むじつ,"vô tội, ngây thơ"
3258,無償,VÔ THƯỞNG,むしょう,không bồi thường
3259,無常,VÔ THƯỜNG,むじょう,"vô thường, dễ thay đổi"
3260,無職,VÔ CHỨC,むしょく,"không có việc làm, thất nghiệp"
3261,無人,VÔ NHÂN,むじん,"không có người, thiếu nhân lực"
3262,無線,VÔ TUYẾN,むせん,"vô tuyến, không dây"
3263,無断,VÔ ĐOẠN,むだん,"không phép, không báo trước"
3264,無茶,VÔ TRÀ,むちゃ,"quá đáng, không có tri thức, không biết"
3265,無敵,VÔ ĐỊCH,むてき,"không địch thủ, không có đối thủ"
3266,無念,VÔ NIỆM,むねん,"phiền muộn, buồn chán"
3267,無名,VÔ DANH,むめい,"không tên, vô danh tiểu tốt"
3268,無用,VÔ DỤNG,むよう,vô dụng
3269,無計画,VÔ KẾ HỌA,むけいかく,không có kế hoạch rõ ràng
3270,皆無,GIAI VÔ,かいむ,"chẳng có gì, hoàn toàn không"
3271,模擬,MÔ NGHĨ,もぎ,"mô phỏng, nhái"
3272,模型,MÔ HÌNH,もけい,mô hình
3273,模範,MÔ PHẠM,もはん,mô phạm
3274,模様,MÔ DẠNG,もよう,hoa văn
3275,規模,QUY MÔ,きぼ,quy mô
3276,模索,MÔ TÁC,もさく,dò dẫm
3277,模倣,MÔ PHỎNG,もほう,"mô phỏng, bắt chước"
3278,理屈,LÝ KHUẤT,りくつ,"lôgic, lý thuyết, lý do"
3279,理性,LÝ TÍNH,りせい,lý tính
3280,理想,LÝ TƯỞNG,りそう,lý tưởng
3281,理念,LÝ NIỆM,りねん,triết lý
3282,理論,LÝ LUẬN,りろん,lý luận
3283,義理,NGHĨA LÝ,ぎり,tình nghĩa
3284,心理,TÂM LÝ,しんり,tâm lý
3285,倫理,LUÂN LÝ,りんり,"đạo đức, luân lý"
3286,論理,LUẬN LÝ,ろんり,tính lô gic
3287,合理的,HỢP LÝ ĐÍCH,ごうりてき,hợp lý
3288,不条理,BẤT ĐIỀU LÝ,ふじょうり,"vô lý, phi lý"
3289,管理,QUẢN LÝ,かんり,quản lý
3290,不慮,BẤT LỰ,ふりょ,"không ngờ, không đoán trước"
3291,遠慮,VIỄN LỰ,えんりょ,"khách sáo, ngại ngùng"
3292,考慮,KHẢO LỰ,こうりょ,"suy xét, cân nhắc"
3293,配慮,PHỐI LỰ,はいりょ,"để ý, quan tâm"
3294,異議,DỊ NGHỊ,いぎ,"phản đối, kháng nghị"
3295,異見,DỊ KIẾN,いけん,ý kiến khác nhau
3296,異状,DỊ TRẠNG,いじょう,trạng thái khác thường
3297,異性,DỊ TÍNH,いせい,"khác phái, khác tính chất"
3298,異端,DỊ ĐOAN,いたん,"dị giáo, tà giáo, không chính thống"
3299,異変,DỊ BIẾN,いへん,"thay đổi khác thường, bất thường"
3300,異例,DỊ LỆ,いれい,"chưa có tiền lệ, hiếm gặp, lạ"
3301,異論,DỊ LUẬN,いろん,"ý kiến riêng, ý kiến khác"
3302,奇異,KỲ DỊ,きい,"kì quặc, kì dị"
3303,大同小異,ĐẠI ĐỒNG TIỂU DỊ,だいどうしょうい,"như nhau, chẳng khác gì nhau"
3304,異動,DỊ ĐỘNG,いどう,dời chỗ
3305,変異,BIẾN DỊ,へんい,"biến dị, thay đổi khác thường"
3306,移民,DI DÂN,いみん,di dân
3307,移行,DI HÀNH,いこう,"di trú, chuyển tiếp"
3308,移住,DI CHÚ,いじゅう,di trú
3309,移植,DI THỰC,いしょく,cấy ghép
3310,転移,CHUYỂN DI,てんい,"di chuyển, chuyển đổi"
3311,推移,THÔI DI,すいい,"chuyển tiếp, quá độ"
3312,遺骨,DI CỐT,いこつ,"tro cốt, hài cốt"
3313,遺産,DI SẢN,いさん,di sản
3314,遺書,DI THƯ,いしょ,"di thư, di chúc"
3315,遺跡,DI TÍCH,いせき,di tích
3316,遺族,DI TỘC,いぞく,gia quyến (người đã mất)
3317,遺体,DI THỂ,いたい,thi hài
3318,後遺症,HẬU DI CHỨNG,こういしょう,hậu di chứng
3319,遺伝,DI TRUYỀN,いでん,di truyền
3320,下級,HẠ CẤP,かきゅう,"hạ cấp, tầng lớp thấp kém"
3321,下限,HẠ HẠN,かげん,"giới hạn dưới, cận dưới"
3322,下層,HẠ TẦNG,かそう,"tầng dưới, giai cấp dưới"
3323,下流,HẠ LƯU,かりゅう,"giai cấp thấp, dưới sông"
3324,下痢,HẠ LỊ,げり,tiêu chảy
3325,天下,THIÊN HẠ,てんか,"khắp thế giới, quyền cai trị"
3326,部下,BỘ HẠ,ぶか,cấp dưới
3327,門下,MÔN HẠ,もんか,"môn hạ, học trò"
3328,廊下,LANG HẠ,ろうか,"hành lang, lối dẫn vào trong nhà"
3329,下山,HẠ SƠN,げざん,xuống núi
3330,下落,HẠ LẠC,げらく,sụt giảm
3331,上下,THƯỢNG HẠ,じょうげ,"trên và dưới, cấp trên và cấp dưới, một bộ"
3332,火災,HỎA TAI,かさい,hỏa hoạn
3333,火星,HỎA TINH,かせい,sao Hỏa
3334,火葬,HỎA TÁNG,かそう,"hỏa táng, thiêu"
3335,火薬,HỎA DƯỢC,かやく,"thuốc pháo, thuốc nổ"
3336,火力,HỎA LỰC,かりょく,hỏa lực
3337,出火,XUẤT HỎA,しゅっか,"bốc lửa, xảy ra hỏa hoạn"
3338,点火,ĐIỂM HỎA,てんか,"châm lửa, đánh lửa"
3339,噴火,PHÚN HỎA,ふんか,phun lửa
3340,放火,PHÓNG HỎA,ほうか,"đốt phá, phóng hỏa"
