STT,漢字,音（漢越）,読み方,意味
5638,統治,THỐNG TRỊ,とうち,"thống trị, cai quản"
5639,登山,ĐĂNG SƠN,とざん,leo núi
5640,登竜門,ĐĂNG LONG MÔN,とうりゅうもん,"cá chép hóa rồng, cánh cửa đến thành công"
5641,登記,ĐĂNG KÍ,とうき,đăng kí
5642,登校,ĐĂNG HIỆU,とうこう,"đến trường, đi học"
5643,登頂,ĐĂNG ĐỈNH,とうちょう,"thượng đỉnh, leo đến đỉnh"
5644,登録,ĐĂNG LỤC,とうろく,đăng kí
5645,当局,ĐƯƠNG CỤC,とうきょく,nhà chức trách
5646,当座,ĐƯƠNG TỌA,とうざ,tức thời
5647,当時,ĐƯƠNG THỜI,とうじ,lúc bấy giờ
5648,当初,ĐƯƠNG SƠ,とうしょ,ban đầu
5649,当人,ĐƯƠNG NHÂN,とうにん,người đang được nhắc tới
5650,当方,ĐƯƠNG PHƯƠNG,とうほう,"phía mình, bên mình"
5651,当面,ĐƯƠNG DIỆN,とうめん,"ngay lúc này, trực diện"
5652,当事者,ĐƯƠNG SỰ GIẢ,とうじしゃ,"đương sự, bên có liên quan"
5653,正当,CHÍNH ĐƯƠNG,せいとう,"chính đáng, xứng đáng"
5654,妥当,THỎA ĐƯƠNG,だとう,"thỏa đáng, chính đáng"
5655,手当,THỦ ĐƯƠNG,てあて,"tiền phụ cấp, trị bệnh"
5656,不当,BẤT ĐƯƠNG,ふとう,"phi lý, không thỏa đáng"
5657,割当,CÁT ĐƯƠNG,わりあて,"chia phần, phân bổ, hạn ngạch"
5658,当選,ĐƯƠNG TUYỂN,とうせん,đắc cử
5659,当惑,ĐƯƠNG HOẶC,とうわく,"bối rối, lúng túng"
5660,該当,CAI ĐƯƠNG,がいとう,thích hợp
5661,配当,PHỐI ĐƯƠNG,はいとう,"tiền lãi cổ phần, cổ tức"
5662,動画,ĐỘNG HỌA,どうが,"video, hoạt hình"
5663,動機,ĐỘNG CƠ,どうき,động cơ
5664,動向,ĐỘNG HƯỚNG,どうこう,"xu hướng, chiều hướng"
5665,動静,ĐỘNG TĨNH,どうせい,động tĩnh
5666,動力,ĐỘNG LỰC,どうりょく,động lực
5667,言動,NGÔN ĐỘNG,げんどう,lời nói và hành động
5668,受動,THỤ ĐỘNG,じゅどう,thụ động
5669,能動,NĂNG ĐỘNG,のうどう,"năng động, chủ động"
5670,反動,PHẢN ĐỘNG,はんどう,"dội lại, giật lùi, tác động ngược lại"
5671,暴動,BẠO ĐỘNG,ぼうどう,bạo động
5672,動員,ĐỘNG VIÊN,どういん,"huy động, động viên"
5673,動転,ĐỘNG CHUYỂN,どうてん,"kinh ngạc, chuyển biến"
5674,動揺,ĐỘNG DAO,どうよう,"dao động, mất bình tĩnh"
5675,激動,KÍCH ĐỘNG,げきどう,chuyển động đột ngột
5676,流動,LƯU ĐỘNG,りゅうどう,lưu động
5677,風格,PHONG CÁCH,ふうかく,"phong cách, trịnh trọng"
5678,風車,PHONG XA,ふうしゃ,cối xay gió
5679,風習,PHONG TẬP,ふうしゅう,"tục lệ, thói quen"
5680,風速,PHONG TỐC,ふうそく,tốc độ gió
5681,風俗,PHONG TỤC,ふうぞく,phong tục
5682,風潮,PHONG TRIỀU,ふうちょう,"thủy triều do gió, tính khí, thời thế"
5683,風土,PHONG THỔ,ふうど,"phong thổ, đặc thù"
5684,風味,PHONG VỊ,ふうみ,"mùi vị, hương vị"
5685,風流,PHONG LƯU,ふうりゅう,"phong lưu, tao nhã, thanh nhã"
5686,風力,PHONG LỰC,ふうりょく,sức gió
5687,新風,TÂN PHONG,しんぷう,"luồng gió mới, cách làm mới"
5688,風化,PHONG HÓA,ふうか,phong hóa
5689,風刺,PHONG THỨ,ふうし,"đả kích, châm biếm"
