STT,漢字,音（漢越）,読み方,意味
2427,焦る,TIÊU,あせる,"nôn nóng, vội vàng, hấp tấp"
2428,余る,DƯ,あまる,"dư ra, thừa"
2429,至る,CHÍ,いたる,"đạt đến, đến nơi"
2430,劣る,LIỆT,おとる,"kém hơn, thấp hơn (địa vị)"
2431,偏る,THIÊN,かたよる,"nghiêng, lệch, không công bằng"
2432,去る,KHỨ,さる,"lui bước, ra khỏi, rời"
2433,迫る,BÁCH,せまる,"cưỡng bức, thúc giục, cấp bách"
2434,潜る,TIỀM,もぐる,"lặn, chìm, trốn"
2435,配る,PHỐI,くばる,"phân phát, để mắt tới"
2436,断る,ĐOẠN,ことわる,từ chối; xin phép
2437,遮る,GIÀ,さえぎる,"chặn đứng, cắt ngang"
2438,探る,THÁM,さぐる,"mò mẫm, thăm dò, tìm ra"
2439,悟る,NGỘ,さとる,"giác ngộ, hiểu rõ"
2440,募る,MỘ,つのる,"thỉnh cầu, ngày càng mạnh, chiêu mộ"
2441,釣る,ĐIẾU,つる,câu cá
2442,練る,LUYỆN,ねる,"trộn, làm cho hoàn thiện"
2443,図る,ĐỒ,はかる,"lập kế hoạch, toan tính"
2444,測る,TRẮC,はかる,đo đạc
2445,葬る,TÁNG,ほうむる,"chôn cất, che khuất"
2446,誇る,KHOA,ほこる,"tự hào, kiêu ngạo"
2447,巡る,TUẦN,めぐる,"đi quanh, xoay quanh"
2448,凝る,NGƯNG,こる,"đông lại, cứng đờ"
2449,反る,PHẢN,そる,bật ngược lại
2450,滞る,TRỆ,とどこおる,"đọng, ứ"
2451,鈍る,ĐỘN,にぶる,"cùn đi, trở nên yếu"
2452,粘る,NIÊM,ねばる,"dính, kiên trì"
2453,捗る,BỘ,はかどる,tiến bộ
2454,耽る,ĐAM,ふける,"buông thả, đắm đuối"
2455,勝る,THẮNG,まさる,"vượt trội, áp đảo"
2456,蘇る,TÔ,よみがえる,"làm sống lại, tỉnh lại"
2457,操る,THAO,あやつる,"thao tác, vận hành"
2458,誤る,NGỘ,あやまる,"nhầm, mắc lỗi"
2459,怠る,ĐÃI,おこたる,"bỏ bê, sao nhãng"
2460,潜る,TIỀM,くぐる,"lặn, chìm, trốn"
2461,擦る,SÁT,する,"chà xát, chùi"
2462,奉る,PHỤNG,たてまつる,"cống hiến, tận tụy, tặng"
2463,辿る,TUẦN,たどる,"theo dấu, lần theo"
2464,司る,TƯ,つかさどる,"cai trị, quản lý"
2465,憤る,PHẪN,いきどおる,"phẫn uất, nổi giận"
2466,陥る,HÃM,おちいる,rơi vào
2467,香る,HƯƠNG,かおる,tỏa hương
2468,陰る,ÂM,かげる,"làm u ám, làm tối đi"
2469,覆る,PHÚC,くつがえる,bị lật ngược
2470,滴る,TÍCH,したたる,"rỏ xuống, rỉ rả"
2471,廃る,PHẾ,すたる,"hư, đổ nát"
2472,則る,TẮC,のっとる,"làm phù hợp, làm theo như"
2473,浸る,TẨM,ひたる,"ngâm, thấm nước"
2474,宿る,TÚC,やどる,"ở, ngụ"
2475,煽る,PHIẾN,あおる,"làm lay động, kích động"
2476,侮る,VŨ,あなどる,"khinh miệt, coi thường"
2477,偽る,NGỤY,いつわる,làm giả
2478,彩る,THÁI,いろどる,nhuộm
2479,括る,QUÁT,くくる,"buộc, thắt"
2480,携わる,HUỀ,たずさわる,bận làm việc gì
2481,縮まる,SÚC,ちぢまる,"rút ngắn, co lại"
2482,改まる,CẢI,あらたまる,"sửa đổi, trịnh trọng"
2483,受かる,THỤ,うかる,thi đậu
2484,埋まる,MAI,うまる,"được chôn, được lấp"
2485,植わる,THỰC,うわる,"được trồng, mọc"
2486,収まる,THU,おさまる,"thu nạp, lắng xuống, nguôi ngoai"
