STT,漢字,音（漢越）,読み方,意味
878,内陸,NỘI LỤC,ないりく,đất liền / nội địa
879,黴菌,MI KHUẨN,ばいきん,vi khuẩn có hại
881,兵器,BINH KHÍ,へいき,binh khí
882,平常,BÌNH THƯỜNG,へいじょう,bình thường
884,栄誉,VINH DỰ,えいよ,vinh dự
885,街灯,NHAI ĐĂNG,がいとう,đèn đường
886,怪物,QUÁI VẬT,かいぶつ,quái vật
887,渓谷,KHÊ CỐC,けいこく,thung lũng / hẻm vực
888,警報,CẢNH BÁO,けいほう,cảnh báo
889,債権,TRÁI QUYỀN,さいけん,quyền lợi có được (lãi)
890,際限,TẾ HẠN,さいげん,giới hạn
891,妻子,THÊ TỬ,さいし,vợ con
892,在籍,TẠI TỊCH,ざいせき,sự được đăng ký (đang học tại...)
893,罪人,TỘI NHÂN,ざいにん,tội phạm
894,財閥,TÀI PHIỆT,ざいばつ,doanh nghiệp / công ty lớn
895,歳末,TUẾ MẠT,さいまつ,cuối năm
896,債務,TRÁI VỤ,さいむ,khoản nợ
897,裁量,TÀI LƯỢNG,さいりょう,làm theo ý mình / tự đánh giá
898,随一,TÙY NHẤT,ずいいち,đệ nhất
899,随処,TÙY XỨ,ずいしょ,khắp nơi
900,聖域,THÁNH VỰC,せいいき,thánh địa
901,精鋭,TINH NHUỆ,せいえい,tinh nhuệ
902,声援,THANH VIÊN,せいえん,cổ vũ
903,税収,THUẾ THU,ぜいしゅう,tiền thuế thu vào
904,生態,SINH THÁI,せいたい,sinh thái
905,歳暮,TUẾ MỘ,せいぼ,món quà cuối năm
906,代案,ĐẠI ÁN,だいあん,kế hoạch thay thế
907,耐久,NẠI CỬU,たいきゅう,độ bền lâu
908,胎児,THAI NHI,たいじ,bào thai
909,耐熱,NẠI NHIỆT,たいねつ,chịu nhiệt
910,大仏,ĐẠI PHẬT,だいぶつ,bức tượng phật lớn
911,追伸,TRUY THÂN,ついしん,ghi chú thêm / tái bút
912,廃墟,PHẾ KHƯ,はいきょ,tàn dư / nơi đổ nát hoang tàn
913,媒体,MÔI THỂ,ばいたい,phương tiện / trung gian
914,弊害,TỆ HẠI,へいがい,tác hại
915,弊社,TỆ XÃ,へいしゃ,công ty chúng tôi
916,明細,MINH TẾ,めいさい,chi tiết rõ ràng
917,命日,MỆNH NHẬT,めいにち,ngày giỗ
918,迷路,MÊ LỘ,めいろ,mê cung / lạc đường
919,雷雨,LÔI VŨ,らいう,mưa giông lớn
920,霊魂,LINH HỒN,れいこん,linh hồn
921,賄賂,HỐI LỘ,わいろ,hối lộ
