STT,漢字,音（漢越）,読み方,意味
3126,不思議,BẤT TƯ NGHỊ,ふしぎ,"phi thường, kì lạ"
3127,議決,NGHỊ QUYẾT,ぎけつ,nghị quyết
3128,議論,NGHỊ LUẬN,ぎろん,"nghị luận, trao đổi ý kiến"
3129,協議,HIỆP NGHỊ,きょうぎ,bàn bạc đưa ra quyết định
3130,決議,QUYẾT NGHỊ,けつぎ,nghị quyết
3131,抗議,KHÁNG NGHỊ,こうぎ,kháng nghị
3132,審議,THẨM NGHỊ,しんぎ,"suy nghĩ cân nhắc, bàn bạc kĩ"
3133,視界,THỊ GIỚI,しかい,tầm nhìn
3134,視覚,THỊ GIÁC,しかく,thị giác
3135,視線,THỊ TUYẾN,しせん,"hướng nhìn, trục nhìn"
3136,視点,THỊ ĐIỂM,してん,quan điểm
3137,視野,THỊ DÃ,しや,"tầm nhìn, tầm hiểu biết"
3138,視力,THỊ LỰC,しりょく,thị lực
3139,視察,THỊ SÁT,しさつ,thị sát
3140,視聴,THỊ THÍNH,しちょう,"nghe nhìn, sự chú ý từ người khác"
3141,監視,GIÁM THỊ,かんし,giám sát
3142,軽視,KHINH THỊ,けいし,"coi thường, xem nhẹ"
3143,重視,TRỌNG THỊ,じゅうし,coi trọng
3144,辞意,TỪ Ý,じい,ý định nghỉ làm
3145,辞表,TỪ BIỂU,じひょう,đơn xin nghỉ việc
3146,辞令,TỪ LỆNH,じれい,thư bổ nhiệm
3147,お世辞,THẾ TỪ,おせじ,"nịnh nọt, tâng bốc"
3148,辞職,TỪ CHỨC,じしょく,từ chức
3149,辞退,TỪ THOÁI,じたい,"từ chối, khước từ"
3150,辞任,TỪ NHIỆM,じにん,từ chức
3151,固辞,CỐ TỪ,こじ,từ chối
3152,主観,CHỦ QUAN,しゅかん,chủ quan
3153,主権,CHỦ QUYỀN,しゅけん,chủ quyền
3154,主旨,CHỦ CHỈ,しゅし,"lí do chính, ý chính"
3155,主食,CHỦ THỰC,しゅしょく,bữa ăn chính
3156,主審,CHỦ THẨM,しゅしん,trọng tài chính
3157,主体,CHỦ THỂ,しゅたい,chủ thể
3158,主題,CHỦ ĐỀ,しゅだい,đề tài chính
3159,主任,CHỦ NHIỆM,しゅにん,chủ nhiệm
3160,主流,CHỦ LƯU,しゅりゅう,"dòng chảy chính, khuynh hướng chính"
3161,主力,CHỦ LỰC,しゅりょく,chủ lực
3162,自主,TỰ CHỦ,じしゅ,tự chủ
3163,喪主,TANG CHỦ,もしゅ,người chủ trì tang lễ
3164,主演,CHỦ DIỄN,しゅえん,đóng vai chính
3165,主催,CHỦ THÔI,しゅさい,"tổ chức, chủ trì"
3166,主宰,CHỦ TỂ,しゅさい,chủ tọa
3167,主張,CHỦ TRƯƠNG,しゅちょう,chủ trương
3168,主導,CHỦ ĐẠO,しゅどう,chủ đạo
3169,処刑,XỬ HÌNH,しょけい,hành hình
3170,処置,XỬ TRÍ,しょち,"xử trí, đối xử"
3171,処罰,XỬ PHẠT,しょばつ,xử phạt
3172,処分,XỬ PHÂN,しょぶん,trừng phạt
3173,善処,THIỆN XỬ,ぜんしょ,xử lý phù hợp
3174,対処,ĐỐI XỬ,たいしょ,xử lý thích hợp
3175,措置,THỐ TRÍ,そち,biện pháp
3176,置換,TRÍ HOÁN,ちかん,"thay thế, hoán đổi"
3177,拘置,CÂU TRÍ,こうち,"giam giữ, bắt giam"
3178,設置,THIẾT TRÍ,せっち,"thiết lập, gắn, trang bị"
3179,配置,PHỐI TRÍ,はいち,bày trí
3180,放置,PHÓNG TRÍ,ほうち,để bừa bãi
3181,破格,PHÁ CÁCH,はかく,phá cách
3182,破線,PHÁ TUYẾN,はせん,đường nét đứt
3183,破壊,PHÁ HOẠI,はかい,phá hoại
3184,破棄,PHÁ KHÍ,はき,"hủy hoại, hủy bỏ"
3185,破産,PHÁ SẢN,はさん,phá sản
3186,破損,PHÁ TỔN,はそん,hư tổn
3187,破綻,PHÁ TRÁN,はたん,"sụp đổ, phá sản"
3188,破滅,PHÁ DIỆT,はめつ,"tiêu tan, đổ nát"
3189,破裂,PHÁ LIỆT,はれつ,phá vỡ
3190,撃破,KÍCH PHÁ,げきは,"công kích đánh bại, gây tổn thất lớn"
3191,大破,ĐẠI PHÁ,たいは,"phá hủy hoàn toàn, tiêu diệt hoàn toàn"
3192,打破,ĐẢ PHÁ,だは,phá vỡ
3193,踏破,ĐẠP PHÁ,とうは,"đạp phá, đi qua gian khổ"
3194,読破,ĐỘC PHÁ,どくは,đọc xong hết
3195,突破,ĐỘT PHÁ,とっぱ,đột phá
3196,難破,NAN PHÁ,なんぱ,"làm đắm tàu, tranh cãi giành phần thắng"
3197,論破,LUẬN PHÁ,ろんぱ,"bác bỏ, tranh cãi giành phần thắng"
3198,費用,PHÍ DỤNG,ひよう,"phí sử dụng, chi phí"
3199,学費,HỌC PHÍ,がくひ,học phí
3200,経費,KINH PHÍ,けいひ,kinh phí
3201,実費,THỰC PHÍ,じっぴ,chi phí thực
3202,出費,XUẤT PHÍ,しゅっぴ,"chi phí, phí tổn"
3203,消費,TIÊU PHÍ,しょうひ,"tiêu dùng, tiêu thụ"
3204,浪費,LÃNG PHÍ,ろうひ,lãng phí
