STT,漢字,音（漢越）,読み方,意味
3057,意義,Ý NGHĨA,いぎ,ý nghĩa
3058,意向,Ý HƯỚNG,いこう,ý hướng
3059,意思,Ý TƯ,いし,ý nghĩ
3060,意志,Ý CHÍ,いし,ý chí
3061,意地,Ý ĐỊA,いじ,tâm địa
3062,意識,Ý THỨC,いしき,ý thức
3063,意匠,Ý TƯỢNG,いしょう,"ý tưởng, công phu"
3064,意欲,Ý DỤC,いよく,ý muốn
3065,敬意,KÍNH Ý,けいい,lòng tôn kính
3066,辞意,TỪ Ý,じい,ý định nghỉ làm
3067,不意,BẤT Ý,ふい,"bất chợt, không ngờ tới"
3068,本意,BỔN Ý,ほんい,"ý thực sự, nghĩa thực sự"
3069,意図,Ý ĐỒ,いと,"ý đồ, mục đích, ý định"
3070,過失,QUÁ THẤT,かしつ,"lỗi lầm, khuyết điểm"
3071,過剰,QUÁ THẶNG,かじょう,"quá nhiều, thặng dư"
3072,過疎,QUÁ SƠ,かそ,sự giảm dân số
3073,過度,QUÁ ĐỘ,かど,quá mức qui định
3074,過密,QUÁ MẬT,かみつ,"đông đúc, mật độ cao"
3075,過労,QUÁ LAO,かろう,làm việc quá sức
3076,経過,KINH QUÁ,けいか,"trôi qua, quá độ"
3077,通過,THÔNG QUÁ,つうか,"đi ngang qua, thông qua"
3078,加減,GIA GIẢM,かげん,"gia giảm, điều chỉnh"
3079,加工,GIA CÔNG,かこう,chế biến
3080,加入,GIA NHẬP,かにゅう,gia nhập
3081,加味,GIA VỊ,かみ,thêm vào
3082,追加,TRUY GIA,ついか,thêm
3083,添加,THIÊM GIA,てんか,đính kèm
3084,棄却,KHÍ KHƯỚC,ききゃく,bác bỏ
3085,棄権,KHÍ QUYỀN,きけん,bỏ phiếu trắng
3086,遺棄,DI KHÍ,いき,vứt bỏ
3087,投棄,ĐẦU KHÍ,とうき,ném bỏ
3088,破棄,PHÁ KHÍ,はき,"hủy hoại, hủy bỏ"
3089,規格,QUY CÁCH,きかく,quy cách
3090,規範,QUY PHẠM,きはん,quy phạm
3091,規模,QUY MÔ,きぼ,quy mô
3092,規約,QUY ƯỚC,きやく,quy ước
3093,規律,QUY LUẬT,きりつ,quy luật
3094,規制,QUY CHẾ,きせい,quy chế
3095,規定,QUY ĐỊNH,きてい,quy định
3096,気圧,KHÍ ÁP,きあつ,"khí áp, áp suất không khí"
3097,気概,KHÍ KHÁI,きがい,"khí khái, ý chí mạnh mẽ"
3098,気質,KHÍ CHẤT,きしつ,khí chất
3099,気性,KHÍ TÍNH,きしょう,"tính khí, tính tình"
3100,気象,KHÍ TƯỢNG,きしょう,khí tượng
3101,気迫,KHÍ PHÁCH,きはく,"dũng khí, khí phách"
3102,気品,KHÍ PHẨM,きひん,"thanh lịch, tao nhã, có phẩm hạnh"
3103,気風,KHÍ PHONG,きふう,"khí chất, đặc điểm chung"
3104,気前,KHÍ TIỀN,きまえ,"hào phóng, khí chất"
3105,気味,KHÍ VỊ,きみ,"mùi và vị, cảm thấy"
3106,気流,KHÍ LƯU,きりゅう,"khí lưu, gió, dòng không khí"
3107,気力,KHÍ LỰC,きりょく,"bất khuất, kiên cường"
3108,英気,ANH KHÍ,えいき,"tài hơn người, khỏe khoắn"
3109,呼気,HÔ KHÍ,こき,hơi thở
3110,根気,CĂN KHÍ,こんき,kiên nhẫn
3111,正気,CHÍNH KHÍ,しょうき,"sáng suốt, suy nghĩ đúng đắn"
3112,大気,ĐẠI KHÍ,たいき,không khí
3113,気絶,KHÍ TUYỆT,きぜつ,"thất thần, bất tỉnh"
3114,起源,KHỞI NGUYÊN,きげん,khởi nguồn
3115,起点,KHỞI ĐIỂM,きてん,điểm bắt đầu
3116,起伏,KHỞI PHỤC,きふく,nhấp nhô
3117,起因,KHỞI NHÂN,きいん,"căn nguyên, ngọn ngành"
3118,起床,KHỞI SÀNG,きしょう,thức dậy
3119,起訴,KHỞI TỐ,きそ,khởi tố
3120,起動,KHỞI ĐỘNG,きどう,khởi động
3121,起立,KHỞI LẬP,きりつ,"đứng dậy, nghiêm (tỏ ý tôn trọng)"
3122,議員,NGHỊ VIÊN,ぎいん,nghị viên
3123,議会,NGHỊ HỘI,ぎかい,"nghị hội, họp quốc hội"
3124,議題,NGHỊ ĐỀ,ぎだい,đề tài bàn luận
3125,議長,NGHỊ TRƯỞNG,ぎちょう,nghị trưởng
