STT,漢字,音（漢越）,読み方,意味
6480,物が散らばる,TÁN (散),ものがちらばる,đồ rải rác
6481,水に浸かる,TẨM (浸),みずにつかる,ngâm trong nước
6482,山が連なる,LIÊN (連),やまがつらなる,"nhiều đồi núi, núi non trùng điệp"
6483,法に則る,TẮC (則),ほうにのっとる,làm theo pháp luật
6484,旗が翻る,PHIÊN (翻),はたがひるがえる,cờ tung phấp phới
6485,時が隔たる,CÁCH (隔),ときがへだたる,cách nhau thời gian
6486,人が群がる,QUẦN (群),ひとがむらがる,đám đông người
6487,不安をあおる,PHIẾN (煽),ふあんをあおる,làm lo lắng
6488,敵を侮る,VŨ (侮),てきをあなどる,coi thường kẻ thù
6489,部下を労わる,LAO (労),ぶかをいたわる,đối xử tốt với cấp dưới
6490,年齢を偽る,NGỤY (偽),ねんれいをいつわる,gian lận tuổi
6491,皿を彩る,THÁI (彩),さらをいろどる,trang trí cho dĩa
6492,ひもをくくる,QUÁT (括),ひもをくくる,buộc dây
6493,命を授かる,THỤ (授),いのちをさずかる,"ban cho mạng sống, cứu mạng"
6494,レモンをしぼる,GIẢO (絞),レモンをしぼる,vắt chanh
6495,ロープをたぐる,-,ロープをたぐる,kéo dây thừng
6496,着物をはおる,VŨ CHỨC (羽織),きものをはおる,mặc (tròng cổ) áo kimono
6497,思い出に浸る,TẨM (浸),おもいでにひたる,"nhớ lại kỉ niệm, hồi tưởng"
6498,腕をまくる,-,うでをまくる,xắn tay áo
6499,ページをめくる,-,ページをめくる,lật qua trang
6500,魂を揺さぶる,DAO (揺),たましいをゆさぶる,khuấy động tâm hồn
