STT,漢字,音（漢越）,読み方,意味
6949,せっかち,-,せっかち,"hấp tấp, vội vàng"
6950,ちっぽけ,-,ちっぽけ,"bé xíu, tí ti"
6951,月並み,NGUYỆT TỊNH (月並),つきなみ,tầm thường
6952,手持ちぶさた,THỦ TRÌ (手持),てもちぶさた,"rảnh rỗi, ở không, không có gì làm"
6953,投げやり,ĐẦU (投),なげやり,"hời hợt, thiếu trách nhiệm, qua loa"
6954,場違い,TRƯỜNG VI (場違),ばちがい,không đúng nơi đúng chỗ
6955,ひたむき,-,ひたむき,"chuyên tâm, nghiêm chỉnh"
6956,風変わり,PHONG BIẾN (風変),ふうがわり,khác thường
6957,ぶっきらぼう,-,ぶっきらぼう,"cộc lốc, thô lỗ"
6958,太っ腹,THÁI PHÚC (太腹),ふとっぱら,"rộng lượng, hào phóng"
6959,へっちゃら,-,へっちゃら,"bình thản, chẳng nhằm nhò gì"
6960,変てこ,BIẾN (変),へんてこ,"lạ kì, khác thường, kì quặc"
6961,ほのか,-,ほのか,"le lói, yếu ớt, mờ nhạt, mang máng"
6962,まし,-,まし,"hơn, còn hơn"
6963,真っさら,CHÂN (真),まっさら,"mới hoàn toàn, mới tinh, trống trơn"
6964,まっぴら,-,まっぴら,"hết sức, hoàn toàn không muốn"
6965,まとも,-,まとも,"lương thiện, đối mặt"
6966,目ざわり,MỤC (目),めざわり,chướng mắt
6967,もってのほか,-,もってのほか,"không thể tưởng tượng được, thái quá, bỉ ổi"
6968,もの欲しそう,DỤC (欲),ものほしそう,"ham muốn, khao khát"
6969,破れかぶれ,PHÁ (破),やぶれかぶれ,"tuyệt vọng, không còn gì để mất"
6970,青青とした,THANH THANH (青青),あおあおとした,"tươi tốt, xanh tươi"
6971,うっそうとした,-,うっそうとした,"sum suê, um tùm"
6972,荒涼とした,HOANG LƯƠNG (荒涼),こうりょうとした,"hoang vu, tiêu điều"
6973,ごみごみした,-,ごみごみした,"bề bộn, lộn xộn"
6974,殺伐とした,SÁT PHẠT (殺伐),さつばつとした,"hung bạo, khắc nghiệt"
6975,大人びた,ĐẠI NHÂN (大人),おとなびた,"trưởng thành, ra dáng người lớn"
6976,大それた,ĐẠI (大),だいそれた,"dữ dội, rồ dại, ngông cuồng"
6977,古びた,CỔ (古),ふるびた,"cũ kĩ, cổ xưa"
6978,古ぼけた,CỔ (古),ふるぼけた,"cũ rích, tả tơi, mòn"
6979,屈指の,KHUẤT CHỈ (屈指),くっしの,một trong số những cái tốt nhất
6980,名ばかりの,DANH (名),なばかりの,trên danh nghĩa mà thôi
6981,またの,-,またの,khác
6982,昔ながらの,TÍCH (昔),むかしながらの,có từ ngày xưa
6983,ある,-,ある,nào đó
6984,とある,-,とある,nọ
6985,心ある,TÂM (心),こころある,"có tâm, tỉnh táo"
6986,心ない,TÂM (心),こころない,vô tâm
6987,最たる,TỐI (最),さいたる,hàng đầu
6988,そうそうたる,-,そうそうたる,"xvất chúng, kiệt xuất, lỗi lạc"
6989,微々たる,VI VI (微微),びびたる,"nhỏ nhoi, không đáng kể"
6990,あらゆる,-,あらゆる,"tất cả, mọi"
6991,いかなる,-,いかなる,"dù thế nào, dù có ra sao"
6992,聖なる,THÁNH (聖),せいなる,"thần thánh, thiêng liêng"
6993,しかるべき,-,しかるべき,thích đáng
