STT,漢字,音（漢越）,読み方,意味
5845,教科,GIÁO KHOA,きょうか,"giáo khoa, chủ đề học"
5846,教訓,GIÁO HUẤN,きょうくん,"bài học, lời răn dạy"
5847,教材,GIÁO TÀI,きょうざい,"tài liệu học, công cụ dạy học"
5848,教習,GIÁO TẬP,きょうしゅう,chỉ dạy
5849,教職,GIÁO CHỨC,きょうしょく,"giáo chức, nghề dạy học"
5850,教祖,GIÁO TỔ,きょうそ,người sáng lập ra giáo
5851,教卓,GIÁO TRÁC,きょうたく,bàn giáo viên
5852,教壇,GIÁO ĐÀN,きょうだん,bục giảng
5853,教徒,GIÁO ĐỒ,きょうと,giáo đồ
5854,宗教,TÔNG GIÁO,しゅうきょう,tôn giáo
5855,説教,THUYẾT GIÁO,せっきょう,"thuyết giáo, chỉ dạy, giải thích kinh điển"
5856,布教,BỐ GIÁO,ふきょう,truyền giáo
5857,強固,CƯỜNG CỐ,きょうこ,rắn chắc
5858,強豪,CƯỜNG HÀO,きょうごう,"hùng mạnh, kì cựu"
5859,強弱,CƯỜNG NHƯỢC,きょうじゃく,mạnh yếu
5860,強敵,CƯỜNG ĐỊCH,きょうてき,địch mạnh
5861,強烈,CƯỜNG LIỆT,きょうれつ,"quyết liệt, mạnh mẽ"
5862,強欲,CƯỜNG DỤC,ごうよく,nhiều tham vọng
5863,強行,CƯỜNG HÀNH,きょうこう,kiên quyết thực hiện
5864,強制,CƯỜNG CHẾ,きょうせい,"cưỡng chế, bắt ép"
5866,強要,CƯỜNG YẾU,きょうよう,"bắt ép, ép buộc"
5867,強奪,CƯỜNG ĐOẠT,ごうだつ,cướp đoạt
5868,補強,BỔ CƯỜNG,ほきょう,tăng cường
5869,照明,CHIẾU MINH,しょうめい,"chiếu sáng, soi rọi"
5870,照会,CHIẾU HỘI,しょうかい,"điều tra, truy hỏi"
5871,照合,CHIẾU HỢP,しょうごう,"kiểm tra chéo, đối chiếu"
5872,参照,THAM CHIẾU,さんしょう,tham chiếu
5873,対照,ĐỐI CHIẾU,たいしょう,đối chiếu
5874,張本人,TRƯƠNG BỔN NHÂN,ちょうほんにん,"chủ mưu, tên đầu sỏ"
5875,拡張,KHUẾCH TRƯƠNG,かくちょう,khuếch trương
5877,誇張,KHOA TRƯƠNG,こちょう,"khoa trương, phóng đại"
5878,主張,CHỦ TRƯƠNG,しゅちょう,chủ trương
5879,膨張,BÀNH TRƯƠNG,ぼうちょう,"phình to, phát triển lớn mạnh"
5880,良好,LƯƠNG HẢO,りょうこう,"tình trạng tốt, thành tích tốt"
5881,良識,LƯƠNG THỨC,りょうしき,"lẽ phải, kiến thức tốt"
5882,良質,LƯƠNG CHẤT,りょうしつ,chất lượng tốt
5883,良心,LƯƠNG TÂM,りょうしん,lương tâm
5884,最良,TỐI LƯƠNG,さいりょう,tốt nhất
5885,善良,THIỆN LƯƠNG,ぜんりょう,lương thiện
5886,不良,BẤT LƯƠNG,ふりょう,không tốt
5887,改良,CẢI LƯƠNG,かいりょう,"cải thiện, cải tiến"
5888,領域,LĨNH VỰC,りょういき,"lãnh địa, lĩnh vực"
5889,領海,LĨNH HẢI,りょうかい,"lãnh hải, vùng biển chiếm hữu"
5890,領地,LĨNH ĐỊA,りょうち,lãnh địa
5891,領土,LĨNH THỔ,りょうど,"lãnh thổ, đất chiếm hữu"
5892,領事館,LĨNH SỰ QUÁN,りょうじかん,lãnh sự quán
5893,本領,BỔN LĨNH,ほんりょう,bản lĩnh
5894,要領,YẾU LĨNH,ようりょう,phần chính
5895,領収,LĨNH THU,りょうしゅう,biên nhận
5896,受領,THỤ LĨNH,じゅりょう,nhận lãnh
5897,占領,CHIẾM LĨNH,せんりょう,chiếm lãnh
5898,共学,CỘNG HỌC,きょうがく,(nam nữ) học chung trường
5899,共生,CỘNG SINH,きょうせい,cộng sinh
5900,共著,CỘNG TRỨ,きょうちょ,đồng tác giả
5901,共同,CỘNG ĐỒNG,きょうどう,"chung, cộng đồng"
5902,共犯,CỘNG PHẠM,きょうはん,đồng phạm
5903,共和,CỘNG HÒA,きょうわ,cộng hòa
5904,公共,CÔNG CỘNG,こうきょう,công cộng
5905,共感,CỘNG CẢM,きょうかん,đồng cảm
5906,共存,CỘNG TỒN,きょうぞん,"cùng tồn tại, sống chung"
5907,共謀,CỘNG MƯU,きょうぼう,"đồng mưu, đồng lõa"
5908,共鳴,CỘNG MINH,きょうめい,"cộng hưởng, vang vọng"
5910,共用,CỘNG DỤNG,きょうよう,dùng chung
5911,協会,HIỆP HỘI,きょうかい,hiệp hội
5912,協定,HIỆP ĐỊNH,きょうてい,"hiệp định, hiệp ước"
5913,協議,HIỆP NGHỊ,きょうぎ,bàn bạc đưa ra quyết định
5914,協調,HIỆP ĐIỀU,きょうちょう,"hợp sức, hợp tác"
5915,協働,HIỆP (働: quốc tự),きょうどう,hợp tác làm việc
5916,妥協,THỎA HIỆP,だきょう,thỏa hiệp
5917,業界,NGHIỆP GIỚI,ぎょうかい,ngành nghề
5918,業者,NGHIỆP GIẢ,ぎょうしゃ,doanh nghiệp
5919,業績,NGHIỆP TÍCH,ぎょうせき,thành tựu
5920,業務,NGHIỆP VỤ,ぎょうむ,nghiệp vụ
