STT,漢字,音（漢越）,読み方,意味
5921,家業,GIA NGHIỆP,かぎょう,nghề của gia đình
5922,休業,HƯU NGHIỆP,きゅうぎょう,"nghỉ kinh doanh, nghỉ làm"
5923,失業,THẤT NGHIỆP,しつぎょう,thất nghiệp
5924,創業,SÁNG NGHIỆP,そうぎょう,khởi nghiệp
5925,廃業,PHẾ NGHIỆP,はいぎょう,đóng cửa kinh doanh
5926,勝因,THẮNG NHÂN,しょういん,nguyên nhân thắng
5927,勝機,THẮNG CƠ,しょうき,cơ hội thắng
5928,勝算,THẮNG TOÁN,しょうさん,khả năng thắng
5929,勝敗,THẮNG BẠI,しょうはい,thắng bại
5930,勝率,THẮNG SUẤT,しょうりつ,tỉ lệ thắng
5931,景勝地,CẢNH THẮNG ĐỊA,けいしょうち,"nơi đẹp, cảnh đẹp"
5932,勝訴,THẮNG TỐ,しょうそ,thắng kiện
5933,勝負,THẮNG PHỤ,しょうぶ,thắng thua
5934,勝利,THẮNG LỢI,しょうり,thắng lợi
5935,全勝,TOÀN THẮNG,ぜんしょう,toàn thắng
5936,大勝,ĐẠI THẮNG,たいしょう,đại thắng
5937,連勝,LIÊN THẮNG,れんしょう,thắng liên tục
5938,上位,THƯỢNG VỊ,じょうい,vị trí cao
5940,上空,THƯỢNG KHÔNG,じょうくう,trời cao
5941,上限,THƯỢNG HẠN,じょうげん,"cận trên đúng (toán), giới hạn trên"
5942,上司,THƯỢNG TƯ,じょうし,cấp trên
5943,上層,THƯỢNG TẦNG,じょうそう,tầng trên
5944,上流,THƯỢNG LƯU,じょうりゅう,thượng lưu
5945,至上,CHÍ THƯỢNG,しじょう,"tối thượng, cao nhất"
5946,史上,SỬ THƯỢNG,しじょう,"về mặt lịch sử, trong lịch sử"
5947,紙上,CHỈ THƯỢNG,しじょう,"trên báo, mặt giấy"
5948,頂上,ĐỈNH THƯỢNG,ちょうじょう,"đỉnh, chóp"
5949,上映,THƯỢNG ÁNH,じょうえい,chiếu trên màn hình
5950,上演,THƯỢNG DIỄN,じょうえん,diễn trên sân khấu
5951,上告,THƯỢNG CÁO,じょうこく,kháng cáo lên tòa án tối cao
5952,上述,THƯỢNG THUẬT,じょうじゅつ,đã nói ở trên
5953,上昇,THƯỢNG THĂNG,じょうしょう,"tăng lên, tiến lên"
5954,上場,THƯỢNG TRƯỜNG,じょうじょう,"niêm yết, đăng trên thị trường chứng khoán"
5955,上陸,THƯỢNG LỤC,じょうりく,"lên bờ, vào đất liền"
5956,献上,HIẾN THƯỢNG,けんじょう,dâng tặng
5957,参上,THAM THƯỢNG,さんじょう,đến thăm (tôn kính)
5958,返上,PHẢN THƯỢNG,へんじょう,trả lại
5959,情景,TÌNH CẢNH,じょうけい,phong cảnh hữu tình
5960,情勢,TÌNH THẾ,じょうせい,tình thế
5961,情緒,TÌNH TỰ,じょうしょ,"cảm xúc, biểu cảm"
5962,情熱,TÌNH NHIỆT,じょうねつ,"nhiệt tình, tình cảm mãnh liệt"
5963,愛情,ÁI TÌNH,あいじょう,"ái tình, tình yêu"
5964,感情,CẢM TÌNH,かんじょう,cảm tình
5965,心情,TÂM TÌNH,しんじょう,"tâm tình, tình cảm"
5966,人情,NHÂN TÌNH,にんじょう,tình người
5967,非情,PHI TÌNH,ひじょう,"vô tình, lòng dạ sắt đá"
5968,長官,TRƯỜNG QUAN,ちょうかん,quan chức cao nhất
5969,長寿,TRƯỜNG THỌ,ちょうじゅ,tuổi thọ
5970,長編,TRƯỜNG BIÊN,ちょうへん,dài kì (tiểu thuyết)
5971,助長,TRỢ TRƯỞNG,じょちょう,"giúp sức, xúc tiến"
5972,聴覚,THÍNH GIÁC,ちょうかく,thính giác
5973,聴衆,THÍNH CHÚNG,ちょうしゅう,thính giả
5974,聴講,THÍNH GIẢNG,ちょうこう,nghe giảng
5975,聴取,THÍNH THỦ,ちょうしゅ,"nghe nhận, nghe (đài)"
5976,傾聴,KHUYNH THÍNH,けいちょう,lắng nghe
5977,視聴,THỊ THÍNH,しちょう,"nghe nhìn, sự chú ý từ người khác"
5978,試聴,THÍ THÍNH,しちょう,nghe thử
5979,好調,HẢO ĐIỀU,こうちょう,"tình trạng tốt, điều kiện thuận lợi"
5980,順調,THUẬN ĐIỀU,じゅんちょう,"thuận lợi, trôi chảy"
5981,単調,ĐƠN ĐIỀU,たんちょう,"đơn điệu, tẻ nhạt"
5982,低調,ĐÊ ĐIỀU,ていちょう,mức độ thấp
5983,不調,BẤT ĐIỀU,ふちょう,"hỏng hóc, trục trặc"
5984,調印,ĐIỀU ẤN,ちょういん,kí tên đóng dấu
5985,調合,ĐIỀU HỢP,ちょうごう,"phối hợp, trộn"
5986,調整,ĐIỀU CHỈNH,ちょうせい,điều chỉnh
5987,調節,ĐIỀU TIẾT,ちょうせつ,điều tiết
5988,調達,ĐIỀU ĐẠT,ちょうたつ,"huy động (vốn), cung ứng"
5989,調停,ĐIỀU ĐÌNH,ちょうてい,"hòa giải, điều đình"
5990,調理,ĐIỀU LÝ,ちょうり,"nấu ăn, chuẩn bị bữa ăn"
5991,調和,ĐIỀU HÒA,ちょうわ,điều hòa
