STT,漢字,音（漢越）,読み方,意味
6241,白髪,BẠCH PHÁT,はくはつ,"tóc trắng, tóc bạc"
6242,空白,KHÔNG BẠCH,くうはく,chỗ trống
6243,潔白,KHIẾT BẠCH,けっぱく,trong sạch
6244,白状,BẠCH TRẠNG,はくじょう,"thú nhận, bản xưng tội"
6245,白熱,BẠCH NHIỆT,はくねつ,"nóng sáng, nóng trắng"
6246,告白,CÁO BẠCH,こくはく,"tỏ tình, thú nhận, bố cáo"
6247,爆音,BẠO ÂM,ばくおん,tiếng nổ
6248,爆弾,BẠO ĐÀN,ばくだん,"bom mìn, đạn dược, xôn xao dư luận"
6249,爆竹,BẠO TRÚC,ばくちく,mồi nổ
6250,爆薬,BẠO DƯỢC,ばくやく,"thuốc nổ, đạn dược"
6251,空爆,KHÔNG BẠO,くうばく,"không kích, ném bom trên không"
6252,原爆,NGUYÊN BẠO,げんばく,bom nguyên tử
6253,爆撃,BẠO KÍCH,ばくげき,"oanh tạc, ném bom"
6254,爆笑,BẠO TIẾU,ばくしょう,tràng cười
6255,爆破,BẠO PHÁ,ばくは,"phá hủy bằng thuốc nổ, phá nổ"
6256,自爆,TỰ BẠO,じばく,"tự hủy, tự phát nổ"
6257,落差,LẠC SAI,らくさ,độ lệch cao thấp
6258,落雷,LẠC LÔI,らくらい,"sấm chớp, sét đánh"
6259,集落,TẬP LẠC,しゅうらく,"thôn làng, hình thái cư trú"
6260,村落,THÔN LẠC,そんらく,"làng xóm, bản làng"
6261,部落,BỘ LẠC,ぶらく,bộ lạc
6262,落札,LẠC TRÁT,らくさつ,"trúng thầu, đấu thầu thành công"
6263,落選,LẠC TUYỂN,らくせん,không trúng cử
6264,落第,LẠC ĐỆ,らくだい,"thi trượt, lưu ban"
6265,落胆,LẠC ĐẢM,らくたん,thất vọng
6266,落着,LẠC TRỨ,らくちゃく,"giải quyết, dàn xếp ổn thỏa"
6267,陥落,HÃM LẠC,かんらく,"hạ bệ, xuống thế, sa sút"
6268,下落,HẠ LẠC,げらく,sụt giảm
6269,脱落,THOÁT LẠC,だつらく,"tụt lại, thiếu sót, bỏ cuộc giữa chừng"
6270,堕落,ĐỌA LẠC,だらく,"sa ngã, suy đồi"
