STT,漢字,音（漢越）,読み方,意味
127,移行,DI HÀNH,いこう,chuyển tiếp / di trú
132,加減,GIA GIẢM,かげん,điều chỉnh / tăng giảm
134,棄権,KHÍ QUYỀN,きけん,bỏ phiếu trắng
135,記載,KÍ TÀI,きさい,ghi chép / viết
136,規制,QUY CHẾ,きせい,quy chế
137,偽造,NGỤY TẠO,ぎぞう,làm giả / ngụy tạo
138,誤解,NGỘ GIẢI,ごかい,hiểu lầm / hiểu sai
139,故障,CỐ CHƯỚNG,こしょう,hỏng hóc
140,誇張,PHÔ TRƯƠNG,こちょう,khoa trương / phóng đại
141,雇用,CỐ DỤNG,こよう,tuyển dụng
142,孤立,CÔ LẬP,こりつ,cô lập
144,飼育,TỰ DỤC,しいく,chăn nuôi
146,志向,CHÍ HƯỚNG,しこう,chí hướng
148,施行,THI HÀNH,しこう,thực hiện / thi hành
149,試行,THÍ HÀNH,しこう,thờ nghiệm
150,視察,THỊ SÁT,しさつ,thị sát
151,辞退,TỪ THOÁI,じたい,từ chức / từ chối
152,指摘,CHỈ TRÍCH,してき,chỉ trích
155,謝絶,TẠ TUYỆT,しゃぜつ,cự tuyệt / từ chối
156,修行,TU HÀNH,しゅぎょう,tu nghiệp / tu hành
157,主張,CHỦ TRƯƠNG,しゅちょう,chủ trương
158,主導,CHỦ ĐẠO,しゅどう,chủ đạo
159,樹立,THỤ LẬP,じゅりつ,thành lập
161,処罰,XỬ PHẠT,しょばつ,xờ phạt
162,署名,THỰ DANH,しょめい,chữ kí / đề tên
163,所有,SỞ HỮU,しょゆう,sở hữu
164,是正,THỊ CHÍNH,ぜせい,sửa cho đúng
165,訴訟,TỐ TỤNG,そしょう,kiện tụng / thưa kiện
166,打開,ĐẢ KHAI,だかい,công phá / vượt qua
167,妥協,THỎA HIỆP,だきょう,thỏa hiệp
170,避難,TỊ NẠN,ひなん,lánh nạn / tị nạn
171,非難,PHI NẠN,ひなん,chỉ trích / phê bình
172,披露,PHI LỘ,ひろう,công khai / tuyên bố
173,疲労,BÌ LAO,ひろう,mệt mỏi
175,負傷,PHỤ THƯƠNG,ふしょう,bị thương
176,侮辱,VŨ NHỤC,ぶじょく,lăng mạ / sỉ nhục
177,負担,PHẤ ĐẢM,ふたん,gánh vác
178,赴任,PHÓ NHIỆM,ふにん,nhận chức
179,腐敗,HỦ BẠI,ふはい,phân hủy / thối nát / mục nát
180,扶養,PHÙ DƯỠNG,ふよう,cấp dưỡng
181,保管,BẢO QUẢN,ほかん,bảo quản
182,補充,BỔ SUNG,ほじゅう,bổ sung
184,補償,BỔ THƯỜNG,ほしょう,bồi thường
186,摩擦,MA SÁT,まさつ,ma sát
188,模索,MÔ TÁC,もさく,tìm kiếm / dò dẫm
189,移住,DI CHÚ,いじゅう,di trú
191,異動,DỊ ĐỘNG,いどう,dời chỗ
192,化合,HÓA HỢP,かごう,hợp chất hóa học
194,議決,NGHỊ QUYẾT,ぎけつ,nghị quyết
195,記述,KÍ THUẬT,きじゅつ,viết / mô tả
196,寄贈,KÍ TẶNG,きぞう,tặng / biếu
197,規定,QUY ĐỊNH,きてい,quy định
198,居住,CƯ CHÚ,きょじゅう,cư trú / sinh sống
199,拒絶,CỰ TUYỆT,きょぜつ,cự tuyệt / từ chối
200,許容,HỨA DUNG,きょよう,chấp nhận / cho phép
201,区画,KHU HỌC,くかく,khu đất / ngăn chia
202,護衛,HỘ VỆ,ごえい,bảo vệ / hộ tống
203,死刑,TỬ HÌNH,しけい,tử hình
204,辞職,TỪ CHỨC,じしょく,từ chức
205,持続,TRÌ TỤC,じぞく,tiếp tục / kéo dài
206,志望,CHÍ VỌNG,しぼう,nguyện vọng
207,始末,THỦY MẠT,しまつ,kết cục / tiết kiệm
208,主催,CHỦ THÔI,しゅさい,tổ chức / chủ trì
209,取材,THỦ TÀI,しゅざい,lấy thông tin
210,所属,SỞ CHÚC,しょぞく,thuộc về
211,除外,TRỪ NGOẠI,じょがい,ngoại trừ
212,徐行,TỪ HÀNH,じょこう,giảm tốc độ / hãm lại
213,処分,XỬ PHÂN,しょぶん,xử lý / vứt bỏ
215,指令,CHỈ LỆNH,しがい,mệnh lệnh / chỉ thị
216,妥結,THỎA KẾT,だけつ,thỏa thuận
217,貯蓄,TRỮ SÚC,ちょちく,tiết kiệm (tiền)
219,破壊,PHÁ HOẠI,はかい,phá hoại
220,破損,PHÁ TỔN,はそん,hư tổn
221,破裂,PHÁ LIỆT,はれつ,phá vỡ
222,悲観,BI QUAN,ひかん,bi quan
223,否決,PHỦ QUYẾT,ひけつ,phủ quyết
224,微笑,VI TIẾU,びしょう,mỉm cười
225,比例,TỈ LỆ,ひれい,tỉ lệ
226,布告,BỐ CÁO,ふこく,tuyên bố / bố cáo
227,武装,VŨ TRANG,ぶそう,vũ trang
228,捕獲,BỘ HOẠCH,ほかく,giành được / bắt được
229,補給,BỔ CẤP,ほきゅう,cung cấp thêm
230,募金,MỘ KIM,ぼきん,tiền quyên góp
231,舗装,PHỐ TRANG,ほそう,lát đường
233,保養,BẢO DƯỠNG,ほよう,bảo dưỡng
234,模倣,MÔ PHỎNG,もほう,mô phỏng
235,預金,DỰ KIM,よきん,tiền gửi ngân hàng
236,予言,DƯ NGÔN,よげん,nói trước / điềm báo trước
237,移植,DI THỰC,いしょく,cấy / ghép
238,遺伝,DI TRUYỀN,いでん,di truyền
239,会釈,HỘI THÍCH,えしゃく,cúi đầu / cúi chào
240,祈願,KÌ NGUYỆN,きがん,nguyện cầu / cầu khấn
241,棄却,KHÍ KHƯỚC,ききゃく,bác bỏ
242,偽装,NGỤY TRANG,ぎそう,ngụy trang / cải trang
243,解毒,GIẢI ĐỘC,げどく,giải độc
244,懸念,HUYỀN NIỆM,けねん,lo lắng
245,下落,HẠ LẠC,げらく,sụt giảm
246,個室,CỐ THẤT,こしつ,phòng riêng
248,左遷,TẢ THIÊN,させん,giáng chức
249,作動,TÁC ĐỘNG,さどう,tác động
251,自重,TỰ TRỌNG,じちょう,tự trọng
252,遮断,GIÀ ĐOẠN,しゃだん,ngắt / làm gián đoạn
253,授与,THỤ DỮ,じゅよ,trao tặng
254,受領,THỤ LĨNH,じゅりょう,nhận lãnh
255,是認,THỊ NHẬN,ぜにん,tán thành / chấp nhận
256,疎外,SƠ NGOẠI,そがい,xa lánh / ghẻ lạnh
257,阻害,TRỞ NGẠI,そがい,cản trở / trở ngại
258,遅延,TRÌ DUYÊN,ちえん,trì hoãn
259,波及,BA CẬP,はきゅう,lan rộng
260,破綻,PHÁ TRÁN,はたん,sụp đổ / phá sản
261,破滅,PHÁ DIỆT,はめつ,tiêu tan / đổ nát
262,批准,PHÊ CHUẨN,ひじゅん,phê chuẩn
263,浮上,PHÙ THƯỢNG,ふじょう,nổi lên / trồi lên
264,魅惑,MỊ HOẶC,みわく,quyến rũ / mê hoặc
265,癒着,DŨ TRỨ,ゆちゃく,dính chặt / liền lại
266,由来,DO LAI,ゆらい,nguồn gốc / gốc gác
