STT,漢字,音（漢越）,読み方,意味
4600,産出,SẢN XUẤT,さんしゅつ,"sản xuất, khai thác (khoáng sản)"
4601,産物,SẢN VẬT,さんぶつ,sản vật
4602,賛美,TÁN MỸ,さんび,"tán dương, ca tụng"
4603,賛同,TÁN ĐỒNG,さんどう,"tán thành, đồng ý"
4604,親善,THÂN THIỆN,しんぜん,"hữu nghị, thân tình"
4605,親族,THÂN TỘC,しんぞく,thân tộc
4606,親睦,THÂN MỤC,しんぼく,"thân thiết, thân tình"
4607,神経,THẦN KINH,しんけい,thần kinh
4608,神殿,THẦN ĐIỆN,しんでん,điện thờ thần
4609,神秘,THẦN BÍ,しんぴ,thần bí
4610,振興,CHẤN HƯNG,しんこう,chấn hưng
4611,振動,CHẤN ĐỘNG,しんどう,chấn động
4612,審査,THẨM TRA,しんさ,thẩm tra
4613,審理,THẨM LÝ,しんり,"ngồi họp bàn về, thẩm lý"
4614,侵入,XÂM NHẬP,しんにゅう,xâm nhập
4615,侵略,XÂM LƯỢC,しんりゃく,xâm lược
4616,侵害,XÂM HẠI,しんがい,xâm hại
4617,侵攻,XÂM CÔNG,しんこう,"xâm chiếm, xâm lăng"
4618,浸食,TẨM THỰC,しんしょく,"xâm thực, ăn mòn"
4619,浸水,TẨM THỦY,しんすい,"ngập nước, chìm trong nước"
4620,浸透,TẨM THẤU,しんとう,"thẩm thấu, xuyên qua"
4621,専科,CHUYÊN KHOA,せんか,khoa chuyên môn
4622,専攻,CHUYÊN CÔNG,せんこう,học chuyên về
4623,専業,CHUYÊN NGHIỆP,せんぎょう,nghề nghiệp chuyên làm
4624,専修,CHUYÊN TU,せんしゅう,"chuyên tu, học chuyên về"
4625,専用,CHUYÊN DỤNG,せんよう,"chuyên dụng, dành riêng cho ai sử dụng"
4626,専念,CHUYÊN NIỆM,せんねん,"say mê, miệt mài"
4627,専売,CHUYÊN MẠI,せんばい,độc quyền buôn bán
4628,宣言,TUYÊN NGÔN,せんげん,tuyên ngôn
4629,宣伝,TUYÊN TRUYỀN,せんでん,tuyên truyền
4630,宣告,TUYÊN CÁO,せんこく,tuyên cáo
4631,占領,CHIẾM LĨNH,せんりょう,chiếm lãnh
4632,占拠,CHIẾM CỨ,せんきょ,chiếm cứ
4633,占有,CHIẾM HỮU,せんゆう,chiếm hữu
4634,独占,ĐỘC CHIẾM,どくせん,đồc chiếm
4635,旋回,TRIỀN HỒI,せんかい,"xoay tròn, lượn vòng"
4636,旋律,TRIỀN LUẬT,せんりつ,"giai điệu, nhịp điệu"
4637,斡旋,QUẢN TRIỀN,あっせん,"môi giới, trung gian, hòa giải"
4638,損失,TỔN THẤT,そんしつ,tổn thất
4639,損傷,TỔN THƯƠNG,そんしょう,tổn thương
4640,短縮,ĐOẢN SÚC,たんしゅく,"rút ngắn, co rút lại"
4641,短歌,ĐOẢN CA,たんか,đoản ca (đoạn thơ ngắn)
4642,短文,ĐOẢN VĂN,たんぶん,đoạn văn ngắn
4643,長短,TRƯỜNG ĐOẢN,ちょうたん,"dài ngắn, sở trường và sở đoản"
4644,担架,ĐAM GIÁ,たんか,cái cáng (khiêng người bệnh)
4645,担任,ĐAM NHIỆM,たんにん,"đảm nhiệm, phụ trách"
4646,担保,ĐAM BẢO,たんぽ,"đảm bảo, khoản thế chấp"
4647,加担,GIA ĐAM,かたん,"can tội, đồng lõa"
4648,分担,PHÂN ĐẢM,ぶんたん,gánh vác
4649,団結,ĐOÀN KẾT,だんけつ,đoàn kết
4650,団欒,ĐOÀN LOAN,だんらん,quây quần trò chuyện vui vẻ
4651,談合,ĐÀM HỢP,だんごう,"bàn bạc, thông đồng đấu thầu"
4652,談判,ĐÀM PHÁN,だんぱん,đàm phán
4653,談話,ĐÀM THOẠI,だんわ,đàm thoại
4654,弾力,ĐÀN LỰC,だんりょく,"lực đàn hồi, sức nảy"
4655,弾丸,ĐÀN HOÀN,だんがん,viên đạn
4656,弾圧,ĐÀN ÁP,だんあつ,đàn áp
4657,弾劾,ĐÀN HẶC,だんがい,"chỉ trích, buộc tội"
4658,爆弾,BẠO ĐÀN,ばくだん,"bom mìn, đạn dược, xôn xao dư luận"
4659,糾弾,CỦ ĐÀN,きゅうだん,"buộc tội, lên án"
4660,陳列,TRẦN LIỆT,ちんれつ,trưng bày
4661,陳述,TRẦN THUẬT,ちんじゅつ,trần thuật
4662,陳情,TRẦN TÌNH,ちんじょう,"thỉnh cầu, kiến nghị"
4663,鎮圧,TRẤN ÁP,ちんあつ,trấn áp
4664,鎮火,TRẤN HỎA,ちんか,dập lửa
4665,沈黙,TRẦM MẶC,ちんもく,"trầm mặc, yên lặng"
4666,沈殿,TRẦM ĐIỆN,ちんでん,"lắng xuống, kết tủa"
4667,沈没,TRẦM MỘT,ちんぼつ,chìm xuống
4668,沈下,TRẦM HẠ,ちんか,lún xuống
4669,沈着,TRẦM TRỨ,ちんちゃく,"bình tĩnh, điềm tĩnh"
4670,添加,THIÊM GIA,てんか,đính kèm
4671,添削,THIÊM TƯỚC,てんさく,sửa chữa bằng cách thêm hay bớt
4672,添付,THIÊM PHÓ,てんぷ,đính kèm
4673,展示,TRIỂN THỊ,てんじ,"triển lãm, trưng bày"
4674,展望,TRIỂN VỌNG,てんぼう,triển vọng
4675,任命,NHIỆM MỆNH,にんめい,"chỉ định, bổ nhiệm"
4676,任務,NHIỆM VỤ,にんむ,nhiệm vụ
