STT,漢字,音（漢越）,読み方,意味
4351,天地,THIÊN ĐỊA,てんち,"trời và đất, thế giới, vũ trụ"
4352,天敵,THIÊN ĐỊCH,てんてき,kẻ thù trong tự nhiên
4353,天秤,THIÊN XỨNG,てんびん,cái cân
4354,雨天,VŨ THIÊN,うてん,"ngày mưa, trời mưa"
4355,晴天,TÌNH THIÊN,せいてん,bầu trời trong xanh
4356,仰天,NGƯỠNG THIÊN,ぎょうてん,kinh ngạc
4357,転移,CHUYỂN DI,てんい,"di chuyển, chuyển đổi"
4358,転換,CHUYỂN HOÁN,てんかん,"chuyển đổi, thay đổi"
4359,転居,CHUYỂN CƯ,てんきょ,chuyển chỗ ở
4360,転勤,CHUYỂN CẦN,てんきん,đổi chỗ làm
4361,転校,CHUYỂN HIỆU,てんこう,chuyển trường
4362,転向,CHUYỂN HƯỚNG,てんこう,chuyển hướng
4363,転載,CHUYỂN TÀI,てんさい,"in lại, tái bản"
4364,転出,CHUYỂN XUẤT,てんしゅつ,chuyển đi
4365,転職,CHUYỂN CHỨC,てんしょく,đổi việc
4366,転送,CHUYỂN TỐNG,てんそう,chuyển tiếp
4367,転倒,CHUYỂN ĐẢO,てんとう,té nhào
4368,転入,CHUYỂN NHẬP,てんにゅう,chuyển vào bên trong
4369,転任,CHUYỂN NHIỆM,てんにん,chuyển nhiệm
4370,転覆,CHUYỂN PHÚC,てんぷく,"lật úp lại, đánh đổ"
4371,転落,CHUYỂN LẠC,てんらく,lăn xuống
4372,移転,DI CHUYỂN,いてん,di chuyển
4373,回転,HỒI CHUYỂN,かいてん,"xoay vòng, băng chuyền"
4374,逆転,NGHỊCH CHUYỂN,ぎゃくてん,"xoay ngược, vặn ngược, lật ngược tình thế"
4375,伝説,TRUYỀN THUYẾT,でんせつ,truyền thuyết
4376,自伝,TỰ TRUYỀN,じでん,"hồi kí, tự truyện"
4377,以心伝心,DĨ TÂM TRUYỀN TÂM,いしんでんしん,"thần giao cách cảm, giao tiếp không bằng lời"
4378,伝言,TRUYỀN NGÔN,でんごん,lời nhắn
4379,伝達,TRUYỀN ĐẠT,でんたつ,truyền đạt
4380,伝聞,TRUYỀN VĂN,でんぶん,tin đồn
4381,伝来,TRUYỀN LAI,でんらい,"truyền vào, truyền từ nhiều đời"
4382,宣伝,TUYÊN TRUYỀN,せんでん,tuyên truyền
4383,難関,NAN QUAN,なんかん,chướng ngại
4384,難局,NAN CỤC,なんきょく,tình thế khó khăn
4385,難産,NAN SẢN,なんざん,sinh đẻ khó khăn
4386,難題,NAN ĐỀ,なんだい,"câu hỏi khó, đề bài khó"
4387,難点,NAN ĐIỂM,なんてん,nhược điểm
4388,難病,NAN BỆNH,なんびょう,bệnh nan y
4389,難民,NAN DÂN,なんみん,người tị nạn
4390,難問,NAN VẤN,なんもん,"câu hỏi khó trả lời, vấn đề khó giải quyết"
4391,難航,NAN HÀNG,なんこう,chuyến đi biển khó khăn
4392,難破,NAN PHÁ,なんぱ,làm đắm tàu
4393,遭難,TAO NAN,そうなん,gặp nạn (nguy hiểm đến tính mạng)
4394,非難,PHI NẠN,ひなん,"chỉ trích, phê bình"
4395,避難,TỊ NẠN,ひなん,"lánh nạn, tị nạn"
4396,認可,NHẬN KHẢ,にんか,"cho phép, chấp thuận"
4397,認識,NHẬN THỨC,にんしき,nhận thức
4398,認証,NHẬN CHỨNG,にんしょう,chứng nhận
4399,認定,NHẬN ĐỊNH,にんてい,nhận định
4400,公認,CÔNG NHẬN,こうにん,công nhận
4401,誤認,NGỘ NHẬN,ごにん,"ngộ nhận, nhận định sai"
4402,承認,THỪA NHẬN,しょうにん,"thừa nhận, cho phép"
4403,否認,PHỦ NHẬN,ひにん,"phủ nhận, từ chối"
4404,黙認,MẶC NHẬN,もくにん,"mặc nhiên cho phép, mặc nhiên dung thứ"
4405,年賀,NIÊN HẠ,ねんが,mừng năm mới
4406,年鑑,NIÊN GIÁM,ねんかん,"niên giám, niên san"
4407,年金,NIÊN KIM,ねんきん,tiền trợ cấp hàng năm
4408,年号,NIÊN HIỆU,ねんごう,niên hiệu
4409,年始,NIÊN THỦY,ねんし,đầu năm
4410,年収,NIÊN THU,ねんしゅう,thu nhập trong một năm
4411,年数,NIÊN SỐ,ねんすう,số năm
4412,年長,NIÊN TRƯỞNG,ねんちょう,"lớn tuổi, thâm niên"
4413,年頭,NIÊN ĐẦU,ねんとう,đầu năm
4414,年内,NIÊN NỘI,ねんない,trong năm đó
4415,年末,NIÊN MẠT,ねんまつ,cuối năm
4416,年利,NIÊN LỢI,ねんり,lãi suất mỗi năm
4417,年輪,NIÊN LUÂN,ねんりん,vòng gỗ hàng năm (của cây)
4418,中年,TRUNG NIÊN,ちゅうねん,trung niên
4419,定年,ĐỊNH NIÊN,ていねん,tuổi về hưu
4420,長年,TRƯỜNG NIÊN,ながねん,nhiều năm
4421,晩年,VÃN NIÊN,ばんねん,"tuổi xế chiều, năm cuối đời"
4422,老年,LÃO NIÊN,ろうねん,tuổi già
4423,半額,BÁN NGẠCH,はんがく,nửa giá
4424,半期,BÁN KỲ,はんき,nửa kì
4425,半球,BÁN CẦU,はんきゅう,bán cầu
4426,半月,BÁN NGUYỆT,はんげつ,"nửa vầng trăng, nửa hình tròn, nửa tháng"
4427,半数,BÁN SỐ,はんすう,nửa số
4428,半端,BÁN ĐOAN,はんぱ,nửa chừng
4429,後半,HẬU BÁN,こうはん,"nửa sau, hiệp sau"
4430,前半,TIỀN BÁN,ぜんはん,nửa đầu
4431,大半,ĐẠI BÁN,たいはん,phần lớn
4432,半減,BÁN GIẢM,はんげん,giảm một nửa
4433,折半,CHIẾT BÁN,せっぱん,chia đôi
4434,判決,PHÁN QUYẾT,はんけつ,"phán quyết, xét xử"
4435,判例,PHÁN LỆ,はんれい,tiền lệ
4436,公判,CÔNG PHÁN,こうはん,xử án công khai
4437,裁判,TÀI PHÁN,さいばん,kết án
4438,審判,THẨM PHÁN,しんぱん,điều tra xét xử
4439,判定,PHÁN ĐỊNH,はんてい,phán đoán và quyết định
4440,判明,PHÁN MINH,はんめい,làm cho rõ ràng sáng tỏ
4441,批判,PHÊ PHÁN,ひはん,phê phán
4442,品詞,PHẨM TỪ,ひんし,từ loại
4443,品質,PHẨM CHẤT,ひんしつ,chất lượng sản phẩm
4444,品種,PHẨM CHỦNG,ひんしゅ,"chủng loại, loài, giới"
4445,品目,PHẨM MỤC,ひんもく,"món, mặt hàng"
4446,気品,KHÍ PHẨM,きひん,"thanh lịch, tao nhã, có phẩm hạnh"
4447,下品,HẠ PHẨM,げひん,"hạ đẳng, thấp kém"
4448,上品,THƯỢNG PHẨM,じょうひん,"quý phái, thượng đẳng"
4449,物品,VẬT PHẨM,ぶっぴん,vật phẩm
4450,薬品,DƯỢC PHẨM,やくひん,dược phẩm
4451,分別,PHÂN BIỆT,ぶんべつ,phân loại
4452,親分,THÂN PHÂN,おやぶん,người đầu sỏ
4453,区分,KHU PHÂN,くぶん,chia riêng
4454,子分,TỬ PHÂN,こぶん,"thuộc hạ, tay sai"
4455,成分,THÀNH PHÂN,せいぶん,thành phần
4456,分割,PHÂN CÁT,ぶんかつ,phân chia
4457,分岐,PHÂN KỲ,ぶんき,chia nhánh
4458,分業,PHÂN NGHIỆP,ぶんぎょう,phân chia công việc
4459,分散,PHÂN TÁN,ぶんさん,phân tán
4460,分析,PHÂN TÍCH,ぶんせき,phân tích
4461,分担,PHÂN ĐẢM,ぶんたん,gánh vác
4462,分断,PHÂN ĐOẠN,ぶんだん,"chia rời, phân đoạn"
4463,分配,PHÂN PHỐI,ぶんぱい,phân phối
4464,分泌,PHÂN BÍ,ぶんぴつ,bài tiết
4465,分裂,PHÂN LIỆT,ぶんれつ,chia rẽ
4466,処分,XỬ PHÂN,しょぶん,trừng phạt
4467,文型,VĂN HÌNH,ぶんけい,mẫu câu
4468,文書,VĂN THƯ,ぶんしょ,tài liệu viết
4469,文頭,VĂN ĐẦU,ぶんとう,đầu câu
4470,文末,VĂN MẠT,ぶんまつ,cuối câu
4471,文面,VĂN DIỆN,ぶんめん,văn bản
4472,文句,VĂN CÚ,もんく,"câu cú, than phiền"
4473,文通,VĂN THÔNG,ぶんつう,trao đổi thư từ
