STT,漢字,音（漢越）,読み方,意味
6994,不快,BẤT KHOÁI,ふかい,"không thoải mái, khó chịu"
6995,不吉,BẤT CÁT,ふきつ,"không may, chẳng lành"
6996,不遇,BẤT NGỘ,ふぐう,"kém may mắn, xui rủi"
6997,不実,BẤT THỰC,ふじつ,"không thành thật, không phải sự thật, lừa lọc"
6998,不順,BẤT THUẬN,ふじゅん,không theo quy luật
6999,不純,BẤT THUẦN,ふじゅん,"không thuần khiết, không trong sạch"
7000,不審,BẤT THẨM,ふしん,"hoài nghi, nghi hoặc"
7001,不当,BẤT ĐƯƠNG,ふとう,"phi lý, không thỏa đáng"
7002,不能,BẤT NĂNG,ふうう,"bất lực, không thể, mất khả năng"
7003,不評,BẤT BÌNH,ふひょう,"mang tiếng xấu, không được đánh giá tốt"
7004,不服,BẤT PHỤC,ふふく,"không thuyết phục, bất mãn, không phục tùng"
7005,不変,BẤT BIẾN,ふへん,"bất biến, không đổi"
7006,不法,BẤT PHÁP,ふほう,không hợp pháp
7007,不満,BẤT MÃN,ふまん,bất mãn
7008,不滅,BẤT DIỆT,ふめつ,"vĩnh cửu, bất diệt"
7009,不毛,BẤT MAO,ふもう,"không có kết quả, không màu mỡ"
7010,不要,BẤT YẾU,ふよう,không cần thiết
7011,不躾,BẤT (躾: quốc tự),ぶしつけ,"xấc xược, vô phép vô tắc"
7012,不安定,BẤT AN ĐỊNH,ふあんてい,không ổn định
7013,不可解,BẤT KHẢ GIẢI,ふかかい,"không thể lý giải, bí hiểm, khó hiểu"
7014,不可能,BẤT KHẢ NĂNG,ふかのう,không có khả năng
7015,不可避,BẤT KHẢ TỊ,ふかひ,không tránh khỏi
7016,不機嫌,BẤT CƠ HIỀM,ふきげん,tâm trạng không tốt
7017,不謹慎,BẤT CẨN THẬN,ふきんしん,"không thận trọng, hớ hênh, trơ trẽn"
7018,不健康,BẤT KIỆN KHANG,ふけんこう,không khỏe
7019,不健全,BẤT KIỆN TOÀN,ふけんぜん,"không khỏe mạnh, độc hại, không trong lành"
7020,不公平,BẤT CÔNG BÌNH,ふこうへい,"không công bằng, thiên vị"
7021,不合理,BẤT HỢP LÝ,ふごうり,"bất hợp lý, phi lý"
7022,不自然,BẤT TỰ NHIÊN,ふしぜん,không tự nhiên
7023,不十分,BẤT THẬP PHÂN,ふじゅうぶん,không đủ
7024,不条理,BẤT ĐIỀU LÝ,ふじょうり,"vô lý, phi lý"
7025,不親切,BẤT THÂN THIẾT,ふしんせつ,không thân thiện
7026,不相応,BẤT TƯƠNG ỨNG,ふそうおう,không phù hợp
7027,不確か,BẤT XÁC,ふたしか,"không chắc chắn, không chính xác"
7028,不注意,BẤT CHÚ Ý,ふちゅうい,"không chú ý, thiếu chú ý"
7029,不都合,BẤT ĐÔ HỢP,ふつごう,không thuận tiện
7030,不適格,BẤT THÍCH CÁCH,ふてきかく,"không tương xứng, không thỏa đáng"
7031,不適当,BẤT THÍCH ĐƯƠNG,ふてきとう,không thích hợp
