STT,漢字,音（漢越）,読み方,意味
7032,不透明,BẤT THẤU MINH,ふとうめい,không trong suốt
7033,不得意,BẤT ĐẮC Ý,ふとくい,"ngoài sở trường, không phải thế mạnh"
7034,不慣れ,BẤT QUÁN,ふなれ,không quen
7035,不必要,BẤT TẤT YẾU,ふひつよう,không cần thiết
7036,不平等,BẤT BÌNH ĐẲNG,ふびょうどう,bất bình đẳng
7037,不本意,BẤT BỔN Ý,ふほんい,"miễn cưỡng, không như mong muốn"
7038,不満足,BẤT MÃN TÚC,ふまんぞく,không hài lòng
7039,不向き,BẤT HƯỚNG,ふむき,không thích hợp
7040,不名誉,BẤT DANH DỰ,ふめいよ,"mất danh dự, ô danh"
7041,不明瞭,BẤT MINH LIỄU,ふめいりょう,"mơ hồ, không rõ ràng"
7042,不愉快,BẤT DU KHOÁI,ふゆかい,không thoải mái
7043,不気味,BẤT KHÍ VỊ,ぶきみ,"rùng mình, sợ sệt"
7044,不器用,BẤT KHÍ DỤNG,ぶきよう,"vụng về, không tháo vát"
7045,不細工,BẤT TẾ CÔNG,ぶさいく,"thô kệch, xấu"
7046,不用心,BẤT DỤNG TÂM,ぶようじん,"bất cẩn, khinh suất"
7047,無様,VÔ DẠNG,ぶざま,"lúng túng, vụng về, khó coi"
7048,無精,VÔ TINH,ぶしょう,biếng nhác
7049,無難,VÔ NAN,ぶなん,"chấp nhận được, bình yên vô sự"
7050,無礼,VÔ LỄ,ぶれい,"vô lễ, thất lễ"
7051,無益,VÔ ÍCH,むえき,vô ích
7052,無害,VÔ HẠI,むがい,vô hại
7053,無効,VÔ HIỆU,むこう,"không hiệu quả, vô hiệu lực"
7054,無残,VÔ TÀN,むざん,"tàn khốc, tàn ác"
7055,無知,VÔ TRI,むち,"không biết gì, không có tri thức, vô học"
7056,無茶,VÔ TRÀ,むちゃ,"quá đáng, không có tri thức, không biết"
7057,無能,VÔ NĂNG,むのう,"bất tài, không có năng lực"
7058,無謀,VÔ MƯU,むへう,"khinh suất, thiếu suy tính, ẩu tả"
7059,無欲,VÔ DỤC,むよく,không ham muốn
7060,無力,VÔ LỰC,むりょく,"không có năng lực, không có thể lực"
7061,無愛想,VÔ ÁI TƯỞNG,ぶあいそう,"cộc lốc, không chan hòa"
7062,無遠慮,VÔ VIỄN LỰ,ぶえんりょ,không khách sáo
7063,無意識,VÔ Ý THỨC,むいしき,vô ý thức
7064,無意味,VÔ Ý VỊ,むいみ,"vô nghĩa, vô ích"
7065,無関係,VÔ QUAN HỆ,むかんけい,không liên quan
7066,無関心,VÔ QUAN TÂM,むかんしん,không quan tâm
7067,無気力,VÔ KHÍ LỰC,むきりょく,thiếu sinh khí
7068,無計画,VÔ KẾ HỌA,むけいかく,không có kế hoạch rõ ràng
7069,無作為,VÔ TÁC VI,むさくい,ngẫu nhiên
7070,無差別,VÔ SAI BIỆT,むさべつ,không phân biệt
7071,無自覚,VÔ TỰ GIÁC,むじかく,không tự giác
7072,無邪気,VÔ TÀ KHÍ,むじゃき,"ngây thơ, vô tội"
7073,無神経,VÔ THẦN KINH,むしんけい,"thản nhiên, không bận tâm"
7074,無尽蔵,VÔ TẪN TÀNG,むじんぞう,không cạn kiệt
7075,無制限,VÔ CHẾ HẠN,むせいげん,"không giới hạn, vô hạn"
7076,無責任,VÔ TRÁCH NHIỆM,むせきにん,vô trách nhiệm
7077,無造作,VÔ TẠO TÁC,むぞうさ,"dễ dàng, đơn giản"
7078,無秩序,VÔ TRẬT TỰ,むちつじょ,"không có trật tự, lộn xộn"
7079,無抵抗,VÔ ĐỀ KHÁNG,むていこう,không kháng cự
7080,無頓着,VÔ ĐỐN TRƯỚC,むとんちゃく,"dửng dưng, không lo nghĩ, thờ ơ"
7081,無能力,VÔ NĂNG LỰC,むのうりょく,không có năng lực
7082,無表情,VÔ BIỂU TÌNH,むひょうじょう,không biểu cảm
7083,無防備,VÔ PHÒNG BỊ,むぼうび,không phòng bị
7084,皆無,GIAI VÔ,かいむ,"chẳng có gì, hoàn toàn không"
7085,有益,HỮU ÍCH,ゆうえき,"có ích, có lợi"
7086,有害,HỮU HẠI,ゆうがい,có hại
7087,有能,HỮU NĂNG,ゆうのう,"có khả năng, có tài"
7088,有望,HỮU VỌNG,ゆうぼう,có triển vọng
7089,有用,HỮU DỤNG,ゆうよう,"có ích, hữu dụng"
7090,有力,HỮU LỰC,ゆうりょく,"có thế lực, có khả năng cao"
7091,確実,XÁC THỰC,かくじつ,xác thực
7092,堅実,KIÊN THỰC,けんじつ,"bền vững, chắc chắn"
7093,誠実,THÀNH THỰC,せいじつ,thành thật
7094,切実,THIẾT THỰC,せつじつ,"thích hợp, nghiêm trọng, sâu sắc"
7095,着実,TRỨ THỰC,ちゃくじつ,"vững chắc, đều đặn"
7096,忠実,TRUNG THỰC,ちゅうじつ,trung thực
7097,密接,MẬT TIẾP,みっせつ,khắn khít
7098,過密,QUÁ MẬT,かみつ,"đông đúc, mật độ cao"
7099,緊密,KHẨN MẬT,きんみつ,"chắc nịch, súc tích"
7100,厳密,NGHIÊM MẬT,げんみつ,nghiêm ngặt
7101,親密,THÂN MẬT,しんみつ,thên mật
7102,精密,TINH MẬT,せいみつ,"chính xác, kĩ lưỡng, cặn kẽ"
7103,緻密,TRÍ MẬT,ちみつ,"tỉ mỉ, tận tường, kĩ lưỡng, tinh vi"
7104,濃密,NÙNG MẬT,のうみつ,"dày đặc, đậm đặc"
7105,綿密,MIÊN MẬT,めんみつ,"chi tiết, tường tận, kĩ lưỡng"
7106,明白,MINH BẠCH,めいはく,minh bạch
7107,明瞭,MINH LIỄU,めいりょう,"rõ ràng, sáng sủa"
7108,明朗,MINH LÃNG,めいろう,"tươi vui, rạng rỡ"
7109,簡明,GIẢN MINH,かんめい,"đơn giản dễ hiểu, rõ ràng"
7110,賢明,HIỀN MINH,けんぁい,khôn ngoan
7111,克明,KHẮC MINH,こくめい,tỉ mỉ
7112,鮮明,TIÊN MINH,せんめい,"rực rỡ, tươi sáng"
7113,聡明,THÔNG MINH,そうめい,"anh minh, sáng suốt"
7114,重厚,TRỌNG HẬU,じゅうこう,"nặng nề, trịnh trọng"
7115,重宝,TRÂN BẢO,ちょうほう,"tiện lợi, trân quý"
7116,貴重,QUÝ TRỌNG,きちょう,"quý giá, rất quan trọng"
7117,慎重,THẬN TRỌNG,しんちょう,thận trọng
7118,丁重,ĐINH TRỌNG,ていちょう,"lễ độ, hòa nhã, tôn trọng"
7119,大胆,ĐẠI ĐẢM,だいたん,"gan dạ, táo bạo"
7120,過大,QUÁ ĐẠI,かだい,"quá to, quá nhiều"
7121,寛大,KHOAN ĐẠI,かんだい,"hào hiệp, bao dung, cảm thông"
7122,強大,CƯỜNG ĐẠI,きょうだい,"lớn mạnh, hùng mạnh"
7123,甚大,THẬM ĐẠI,じんだい,"khổng lồ, to lớn"
7124,盛大,THỊNH ĐẠI,せいだい,"trọng thể, long trọng"
7125,絶大,TUYỆT ĐẠI,ぜつだい,"lớn nhất, không thể lớn hơn"
7126,壮大,TRÁNG ĐẠI,そうだい,"tráng lệ, hùng vĩ"
7127,多大,ĐA ĐẠI,ただい,lượng lớn
7128,長大,TRƯỜNG ĐẠI,ちょうだい,to dài
7129,雄大,HÙNG ĐẠI,ゆうだい,"hùng vĩ, đồ sộ, nguy nga"
7130,高潔,CAO KHIẾT,こうけつ,"cao quý, tiết hạnh"
7131,高尚,CAO THƯỢNG,こうしょう,"cao thượng, cao cả"
7132,高慢,CAO MẠN,こうまん,"cao ngạo, ngạo mạn"
7133,高名,CAO DANH,こうめい,"nổi tiếng, có tiếng tăm"
7134,崇高,SÙNG CAO,すうこう,"cao cả, hùng vĩ, uy nghiêm"
7135,安静,AN TĨNH,あんせい,an tĩnh
7136,安泰,AN THÁI,あんたい,"ổn định, yên ổn"
7137,安価,AN GIÁ,あんか,"giá rẻ, rẻ tiền"
7138,円滑,VIÊN HOẠT,えんかつ,"thuận lợi, trôi chảy"
7139,円満,VIÊN MÃN,えんまん,"hoâ thuận, viên mãn"
7140,過激,QUÁ KÍCH,かげき,"quá khích, cực đoan"
7141,過酷,QUÁ KHỐC,かこく,"quá khốc liệt, quá tàn khốc"
7142,過敏,QUÁ MẪN,かびん,"quá nhạy cảm, dễ kích ứng"
7143,豪快,HÀO KHOÁI,ごうかい,"hào sảng, khoái chí"
7144,爽快,SẢNG KHOÁI,そうかい,ảng khoái"
7145,心外,TÂM NGOẠI,しんがい,"không ngờ tới, buồn nản"
7146,論外,LUẬN NGOẠI,ろんがい,"miễn bàn, không đáng bàn"
7147,肝心,CAN TÂM,かんじん,"đặc biệt quan trọng, rất quan trọng"
7148,肝要,CAN YẾU,かんよう,rất quan trọng
7149,簡易,GIẢN DỊ,かんい,đơn giản
7150,簡潔,GIẢN KHIẾT,かんけつ,"giản dị, súc tích, mộc mạc"
7151,簡素,GIẢN TỐ,かんそ,"giản dị, mộc mạc, chân phương"
7152,簡略,GIẢN LƯỢC,かんりゃく,giản lược
7153,頑丈,NGOAN TRƯỢNG,がんじょう,"cứng cáp, khỏe mạnh"
7154,頑強,NGOAN CƯỜNG,がんきょう,"bền chắc, rắn chắc"
7155,奇異,KỲ DỊ,きい,"kì quặc, kì dị"
7156,奇遇,KỲ NGỘ,きぐう,"duyên kì ngộ, trùng hợp ngẫu nhiên"
7157,早急,TẢO CẤP,そうきゅう,"vội vàng, khẩn trương"
7158,性急,TÍNH CẤP,せいきゅう,"nóng vội, cần gấp"
7159,強硬,CƯỜNG NGẠNH,きょうこう,"cứng rắn, kiên quyết, không thỏa hiệp"
7160,強固,CƯỜNG CỐ,きょうこ,rắn chắc
7161,軽率,KHINH SUẤT,けいそつ,khinh suất
7162,軽快,KHINH KHOÁI,けいかい,"nhẹ nhàng, thanh thoát, thuyên giảm (bệnh)"
7163,軽薄,KHINH BẠC,けいはく,"hời hợt, nông cạn, cợt nhã"
7164,純潔,THUẦN KHIẾT,じゅんけつ,"thuần khiết, trinh trắng"
7165,清潔,THANH KHIẾT,せいけつ,"thanh khiết, liêm khiết"
7166,潔白,KHIẾT BẠCH,けっぱく,trong sạch
7167,厳格,NGHIÊM CÁCH,げんかく,"nghiêm ngặt, khắt khe"
7168,厳粛,NGHIÊM TÚC,げんしゅく,"trang nghiêm, trọng thể, nghiêm nghị"
7169,厳正,NGHIÊM CHÍNH,げんせい,"cứng nhắc, nghiêm chỉnh"
7170,荘厳,TRANG NGHIÊM,そうごん,"trang nghiêm, long trọng"
7171,詳細,TƯỜNG TẾ,しょうさい,"tường tận, chi tiết"
7172,些細,TA TẾ,ささい,"nhỏ nhặt, vụn vặt"
7173,繊細,TIÊM TẾ,せんさい,"thon gọn, tinh tế, tinh xảo"
7174,煩雑,PHIỀN TẠP,はんざつ,"phiền phức, rhoi rắm"
7175,幱雑,LOẠN TẠP,らんざつ,"lẫn lộn, tạp nham"
7176,貧弱,BẦN NHƯỢC,ひんじッく,"yếu ớt, nghè nàn"
7177,薄弱,BẠC NHƯỢC,はくじッく,"không vủng chắc, mong manh"
7178,軟弱,NHUYỄN NHƯỢC,なんじッく,"mềm yếu, nhu nhược"
7179,病弱,BỆNH NHƯỢC,びょうじッく,"thể trạng yếu ớt, dễ ắc bệnh"
7180,脆弱,THÚY NHƯỢC,ぜいじッく,"yếu ớt, mỏng manh"
7181,未熟,VỊ THỤC,みじゅく,"chưa chín, chưa thành thục, chưa trưởng thành"
7182,早熟,TẢO THỤC,そうじゅく,"phát triển sớm, chín sớm (trái cây)"
7183,質素,CHẤT TỐ,しっそ,"giản dị, đơn sơ, mộc mạc"
7184,素朴,TỐ PHÁC,そぼく,"mộc mạc, giản dị, đơn sơ"
7185,閑静,NHÀN TĨNH,かんせい,"yên ắng, yên ả"
7186,静寂,TĨNH TỊCH,せいじゃく,"trầm lặng, tĩnh mịch"
7187,静粛,TĨNH TÚC,せいしゅく,"yên lặng, tĩnh lặng"
7188,平静,BÌNH TĨNH,へいせい,điềm tĩnh
7189,多忙,ĐA MANG,たぼう,"bận rèn, đa mang"
7190,多様,ĐA ĐẠNG,たよう,đa dạng
7191,多才,ĐA TÀI,たさい,đa tài
7192,多彩,ĐA THÁI,たさい,"nhiều sắc thái, nhiều màu"
7193,雑多,TẠP ĐA,ざった,pha tạp
7194,単一,ĐƠN NHẤT,たんいつ,"chỉ có một, duy nhất"
7195,単調,ĐƠN ĐIỀU,たんちょう,"đơn điệu, tẻ nhạt"
7196,著名,TRỨ DANH,ちょめい,"trứ danh, nổi tiếng"
7197,顕著,HIỂN TRỨ,けんちょ,"đáng kể, nổi bật, đáng chú ý"
7198,低俗,ĐÊ TỤC,ていぞく,thô tục
7199,低調,ĐÊ ĐIỀU,ていちょう,mức độ thấp
7200,適格,THÍCH CÁCH,てきかく,đủ tư cách
7201,適正,THÍCH CHÍNH,てきせい,thích đáng
7202,最適,TỐI THÍCH,さいてき,thích hợp nhất
7203,対等,ĐỐI ĐẲNG,たいとう,"đối đẳng, ngang nhau"
7204,均等,QUÂN ĐẲNG,きんとう,"cân đối, cân bằng"
7205,唐突,ĐƯỜNG ĐỘT,とうとつ,đường đột
7206,突飛,ĐỘT PHI,とっぴ,"kì quặc, kì khôi"
7207,丹念,ĐAN NIỆM,たんねん,"cẩn trọng, chú ý đến những cái nhỏ nhặt"
7208,入念,NHẬP NIỆM,にゅうねん,"kĩ lưỡng, tỉ mỉ, tinh vi"
7209,敏捷,MẪN TIỆP,びんしょう,"lanh lẹ, nhanh nhẹn"
7210,敏速,MẪN TỐC,びんそく,"mau lẹ, sốt sắng"
7211,鋭敏,NHUỆ MẪN,えいびん,"sắc bén, nhạy bén"
7212,機敏,CƠ MẪN,きびん,"nhanh nhạy, lanh lợi"
7213,俊敏,TUẤN MẪN,しゅんびん,"nhanh trí, nhạy bén"
7214,巧妙,XẢO DIỆU,こうみょう,khéo léo
7215,絶妙,TUYỆT DIỆU,ぜつみょう,tuyệt diệu
7216,神妙,THẦN DIỆU,しんみょう,"khoan thai, uy nghi, trọng thể, long trọng"
7217,優位,ƯU VỊ,ゆうい,"vị trí tốt hơn, địa vị cao hơn, tính trội"
7218,優美,ƯU MỸ,ゆうび,"thanh nhã, xinh xắn, duyên dáng"
7219,優雅,ƯU NHÃ,ゆうが,"thanh lịch, tao nhã"
7220,良質,LƯƠNG CHẤT,りょうしつ,chất lượng tốt"
7221,良好,LƯ‰OG HẢH,りょうこう,"tình trạng tốt, thành tích tốt"
7222,善良,THIỆN LƯ‰NG,ぜんりょう,lương thiện
7223,優良,ƯU LƯƠNG,ゆうりょう,xvất sắc
7224,強烈,CƯỜNG LIỆT,きょうれつ,"quyết liệt, mạnh mẽ"
7225,痛烈,THỐNG LIỆT,つうれつ,gay gắt (công kích)
7226,熱烈,NHIỆT LIỆT,ねつれつ,"nhiệt tình, hăng hái, tha thiết"
7227,猛烈,MÃNH LIỆT,もうれつ,mãnh liệt
